SF|LF|MetaMap CUI|CSI|Ratio in CSI|UMLS CUI|UMLS SOURCE|ADAM|Ratio in ADAM|Dictionary
AC|adenocarcinoma|C0001418|||C0001418|AOD;CHV;CSP;CST;LCH;MSH;MTH;NCI;NDFRT;OMIM;SNOMEDCT|1|0.0568|1
AC|adenylate cyclase|C0001492;C1382029|||C0001492;C1382029|AOD;CHV;CSP;MSH;MTH;NCI;NDFRT;SNOMEDCT|1|0.2107|1
AC|adenylate cyclase activity|C1151015|||||1|0.0044|
AC|adenylyl cyclase|C0001492|||||1|0.1985|1
AC|adherent cell;adherent cells||||||1|0.0081|1
AC|adrenal cortex|C0001613|||C0001613|AOD;CHV;FMA;LCH;LNC;MSH;MTH;NCI;SNOMEDCT;UWDA|||1
AC|adrenocorticoid||||||||1
AC|aesthetic component||||||1|0.0103|
AC|affinity chromatography|C0008551|||||1|0.0048|
AC|aftercoming||||||||1
AC|air chamber||||||||1
AC|air changes||||||||1
AC|air conditioning|C0001864|||C0001864|CHV;LCH;MSH|||
AC|alcoholic cirrhosis|C0023891|||C0023891|AOD;CHV;COSTAR;MSH;NCI;NDFRT;SNOMEDCT|||1
AC|alcoholic coma|C0394017|||||||1
AC|all culture||||||||1
AC|allergic conjunctivitis|C0009766|||||1|0.0055|
AC|allyl chloride|C0051228|||||1|0.0026|
AC|alternating|C0332270|||||1|0.0033|
AC|alternating current|C0442830|1|0.002|C0442830|CHV;SNOMEDCT|1|0.0428|1
AC|alveolar crest||||||||1
AC|ambulatory care|C0002423;C1555966|||C0002423;C1555966|AOD;CHV;CSP;HL7V3.0;MSH|||1
AC|ambulatory controls||||||||1
AC|ammonium chloride|C0002615|||||1|0.0018|
AC|amniocentesis|C0002627|||C0002627|AOD;CHV;CSP;LCH;LNC;MEDLINEPLUS;MSH;NCI;SNOMEDCT|1|0.0077|
AC|amygdaloid complex|C0002708|||||1|0.0048|
AC|anchor cell||||||1|0.0044|
AC|anchored catheter||||||||1
AC|anesthesia circuit||||||||1
AC|angiocellular||||||||1
AC|antecubital|C1549091|1|0.002|C1549091|HL7V2.5|||1
AC|anterior|C0205094|||||1|0.0044|
AC|anterior chamber|C0003151|||C0003151|CHV;CSP;LNC;MSH;NCI|1|0.0579|1
AC|anterior cingulate||||||1|0.0059|
AC|anterior circulation||||||||1
AC|anterior colporrhaphy|C0195224|||C0195224|CHV;MTHICD9;SNOMEDCT|||1
AC|anterior column||||||||1
AC|anterior commissure|C0152335;C1289546|||C0152335;C1289546|FMA;NCI;SNOMEDCT|1|0.024|1
AC|anterior cruciate||||||||1
AC|antibiotic concentrate||||||||1
AC|anticholinergic|C0242896|||||||1
AC|anticoagulant|C0003280;C0848112|||C0003280|CHV;CSP;LNC;NCI;NDFRT;SNOMEDCT|1|0.0063|1
AC|anticoagulation|C0003281;C2917212;C2919015|1|0.002|||1|0.007|
AC|anticomplement|C0052026|||||||1
AC|anticomplementary||||||||1
AC|anticonvulsant|C0003286|||||||1
AC|antiinflammatory corticoid||||||||1
AC|antiphlogistic corticoid||||||||1
AC|aortic closure||||||||1
AC|aortic coarctation|C0003492|||||1|0.0033|
AC|aortic compliance||||||||1
AC|aortic constriction||||||1|0.0085|
AC|aortocoronary|C0450107|||C0450107|CHV;SNOMEDCT|||1
AC|apatite cement||||||1|0.0022|
AC|arm circumference||||||1|0.0081|1
AC|arterial capillary||||||||1
AC|arterial compliance||||||1|0.0066|
AC|articular cartilage|C0007303;C1281692|||||1|0.0111|
AC|artificial circulation|C0868932|||||1|0.003|
AC|asbestos cement||||||1|0.0022|
AC|ascending colon|C0227375|||C0227375|AOD;CHV;CSP;FMA;MSH;MTH;MTHMST;NCI;SNOMEDCT;UWDA|||1
AC|assist control||1|0.018|||||1
AC|asymptomatic carriers||||||1|0.0033|
AC|atrial contraction||||||||1
AC|atriocarotid||||||||1
AC|attenuation correction|C2986723|||||1|0.014|
AC|attenuation-corrected||||||1|0.0044|
AC|atypical carcinoid||||||1|0.0077|
AC|auditory cortex|C0004302|||C0004302|AOD;CHV;CSP;FMA;MSH;MTH;NCI;SNOMEDCT|1|0.024|
AC|autoclave|C0179177|||||||1
AC|autologous cell||||||||1
AC|axillary clearance||||||1|0.003|
AC|axiocervical||||||||1
AC|azure C|C0052828|||||||1
AC|capacity|C1516240|||||1|0.0059|
AC|carcinoma|C0007097|||||1|0.0052|
AC|concentration|C0086045;C1446561|||||1|0.0033|
AC|control|C0009932;C0243148;C1550141;C1882979;C2587213|||||1|0.0092|
AC|cyclophosphamide doxorubicin (AC protocol);cyclophosphamide doxorubicin (AC) protocol||||C0050385|CHV|||
AC|maize Activator||||||1|0.0063|
AC|maize transposable element Activator||||||1|0.0055|
AC|nucleus accumbens|C0028633|||||1|0.0037|
AC|patients had alcoholic cirrhosis||||||1|0.0004|
ACTH|1-39 ACTH;ACTH (1-39);ACTH preparation;Adrenocorticotropic hormone preparation;CCTROP;Corticotrophic hormone;Corticotropic hormone;Corticotropin preparation;acth hormone;adrenocorticotropic peptide;adrenotrophin;adrenotropin;adrenotropic hormone|C0001655|||C0001655|AOD;CHV;MSH;NDFRT;PDQ;SNOMEDCT|||
ACTH|ACTH||||C0001655;C0201835;C1337111;C1523997;C1704793|AOD;CHV;CSP;FMA;HUGO;MSH;MTH;NCI;NDFRT;PDQ;SNOMEDCT;UWDA|||
ACTH|ACTH - Adrenocorticotrophic hormone;adrenocorticotropic hormone (ACTH);Adrenocorticotrophic Hormone;Adrenocorticotrophic hormone;Adrenocorticotropic Hormone;Adrenocorticotropic hormone;Hormone, Adrenocorticotrophic;Hormone, Adrenocorticotropic;adrenocorticotrophic hormone;adrenocorticotropic hormone|C0001655;C1523997;C2825093|1|1|C0001655;C0201835;C1337111;C1523997;C2825093|AOD;CHV;CSP;HUGO;MSH;NCI;NDFRT;PDQ;SNOMEDCT|1|0.543|1
ACTH|ACTH measurement;Adrenocorticotrophic hormone level;Adrenocorticotropic Hormone Measurement;Adrenocorticotropic hormone measurement;Corticotropin measurement;acth test;acth testing|C0201835|||C0201835|CHV;MTH;NCI;SNOMEDCT|||
ACTH|Adrenocorticotropic;adrenocorticotrophic||||||1|0.007|
ACTH|Adrenocorticotropic Hormone [Chemical/Ingredient]||||C0001655|NDFRT|||
ACTH|Adrenocorticotropic hormone (substance)||||C0001655|SNOMEDCT|||
ACTH|Adrenocorticotropic hormone measurement (procedure)||||C0201835|SNOMEDCT|||
ACTH|Adrenocorticotropin;adrenocorticotropin;CORTICOTROPIN;Corticotrophin;Corticotrophins;Corticotropin;Corticotropins;corticotrophin;corticotrophins;corticotropin;corticotropins|C0001655;C1523997|||C0001655;C0201835;C1337111;C1523997|AOD;CHV;CSP;FMA;GO;HUGO;LNC;MSH;MTH;MTHSPL;NCI;NDFRT;PDQ;RXNORM;SNOMEDCT;UWDA;VANDF|1|0.4441|
ACTH|CLIP|C0175722;C1705205|||C1337111;C1704793|HUGO;NCI|||
ACTH|Corticotrophin (1-39);Corticotropin (1-39)||||C0001655|MSH;NDFRT|||
ACTH|Corticotrophins (product)||||C0001655|SNOMEDCT|||
ACTH|Corticotrophins (substance);Corticotropin (substance)||||C0001655;C1523997|SNOMEDCT|||
ACTH|Corticotropin preparation (product)||||C0001655|SNOMEDCT|||
ACTH|Corticotropin preparation (substance)||||C0001655|SNOMEDCT|||
ACTH|LPH|C0023832;C1337111;C1416808|||C1337111|HUGO|||
ACTH|MSH||||C1337111;C1704793|HUGO;NCI|||
ACTH|NPP;POMC Gene;POMC gene|C1337111|||C1337111|HUGO;MTH;NCI|||
ACTH|POC|C1337111;C1704793|||C1337111;C1704793|HUGO;LNC;NCI;OMIM|||
ACTH|POMC||||C1337111;C1704793|HUGO;NCI;OMIM|||
ACTH|POMC wt Allele|C1704793|||C1704793|MTH;NCI|||
ACTH|PRO-ACTH-ENDORPHIN;PROOPIOMELANOCORTIN;proopiomelanocortin|C0033195;C1337111|||C1337111|HUGO;OMIM|||
ACTH|Proopiomelanocortin (Adrenocorticotropin/ Beta-Lipotropin/ Alpha-Melanocyte Stimulating Hormone/ Beta-Melanocyte Stimulating Hormone/ Beta-Endorphin) Gene||||C1337111|NCI|||
ACTH|Proopiomelanocortin (Adrenocorticotropin/ Beta-Lipotropin/ Alpha-Melanocyte Stimulating Hormone/ Beta-Melanocyte Stimulating Hormone/ Beta-Endorphin) wt Allele||||C1704793|NCI|||
ACTH|Recombinant Corticotropin;Therapeutic ACTH|C1523997|||C1523997|MTH;NCI|||
ACTH|adrenocorticotropic hormone (ACTH) level test||||C0201835|CHV|||
ACTH|alpha-melanocyte stimulating hormone|C0002302;C1337111|||C1337111|HUGO|||
ACTH|beta-endorphin|C0005210;C1337111|||C1337111|HUGO|||
ACTH|beta-lipotropin|C0023832;C1337111|||C1337111|HUGO|||
ACTH|beta-melanocyte stimulating hormone|C0005261;C1337111|||C1337111|HUGO|||
ACTH|plasma adrenocorticotrophin||||||1|0.0059|
ADA|ADA;Ada;Ada Lindl.;Genus Ada|C1060325|||C0001457;C0002456;C1060325;C1151644;C1412179;C1705019|GO;HUGO;MSH;MTH;NCBI;NCI;OMIM|||
ADA|ADA - Adenosine deaminase|C0001457|||C0001457|SNOMEDCT|||
ADA|ADA Gene;ADA gene;Adenosine Deaminase Gene;adenosine deaminase gene|C1412179|||C1412179|HUGO;MTH;NCI|1|0.0038|
ADA|ADENOSINE AMINOHYDROLASE;Adenosine Aminohydrolase;Adenosine aminohydrolase;Aminohydrolase, Adenosine;adenosine aminohydrolase;ADENOSINE DEAMINASE;Adenosine Deaminase;Adenosine deaminase;Deaminase, Adenosine;adenosine deaminase|C0001457;C1412179|1|0.002|C0001457;C1412179|CHV;CSP;HUGO;LCH;LNC;MSH;MTH;NCI;NDFRT;OMIM;SNOMEDCT|1|0.6517|1
ADA|Adenine Deaminase|C0001457;C0050739|||C0001457|NCI|||
ADA|Adenosine Deaminase [Chemical/Ingredient]||||C0001457|NDFRT|||
ADA|Adenosine deaminase (substance)||||C0001457|SNOMEDCT|||
ADA|Adenosine deaminase activity|C1149733|||||1|0.0159|
ADA|American Dental Association;American association dental;Association, American Dental;Dental Association, American|C0002456|||C0002456|CHV;MSH;MTH;NCI|1|0.0257|
ADA|American Diabetes Association|C1705019|1|0.992|C1705019|MTH;NCI|1|0.1002|
ADA|Americans with Disabilities Act||||||1|0.1846|1
ADA|Americans with Disabilities Act of 1990||||||1|0.0093|
ADA|Azodicarbonamide|C0043716|||||1|0.0055|
ADA|DmpF;acetaldehyde dehydrogenase (acetylating) activity|C1151644|||C1151644|GO;MTH|||
ADA|EC 3.5.4.4||||C0001457|NCI|||
ADA|alcohol dependence and abuse||||||1|0.0033|
ADA|alternated delay acquisition||||||||1
ADA|anterior descending artery||||||||1
ADA|antideoxyribonucleic acid antibody||||||||1
ADA|approved dietary allowance||||||||1
ADD|4 Androstene 3,17 dione;4-Androstene-3,17-dione||||C0002860|MSH;NCI;NDFRT|||
ADD|ADD;Add;Added|C1524062;C1883712|||C0002860;C0004269;C1524062;C1548443;C1720086;C1883712|HL7V2.5;LNC;MEDLINEPLUS;NCI;SNOMEDCT|||
ADD|ADD action code||||C1548443|MTH|||
ADD|ADIONE - Delta 4-androstenedione;Androstanedione;Delta 4-androstenedione;Delta-4-Androstenedione;delta 4 Androstenedione;delta-4-Androstenedione;Therapeutic Androstenedione;Therapeutic_Androstenedione|C0002860|||C0002860|MSH;NCI;NDFRT;SNOMEDCT|||
ADD|ANDROSTENEDIONE;Androstenedione;androstenedione;androstenedione (ADD)|C0002860;C0337432|||C0002860|AOD;CHV;CSP;LNC;MSH;MTH;NCI;NDFRT;RXNORM;SNOMEDCT;VANDF|||
ADD|Add - dosing instruction fragment||||C1720086|MTH;SNOMEDCT|||
ADD|Add - dosing instruction fragment (qualifier value)||||C1720086|SNOMEDCT|||
ADD|Add - instruction imperative;Addition;addition|C1883712|||C1883712|MTH;NCI|||1
ADD|Additional|C1524062|||C1524062|LNC;MTH;NCI|||
ADD|Androst-4-ene-3,17-dione||||C0002860|MSH;NCI;NDFRT|||
ADD|Androstanedione (substance)||||C0002860|SNOMEDCT|||
ADD|Androstenedione (substance)||||C0002860|SNOMEDCT|||
ADD|Androstenedione [Chemical/Ingredient]||||C0002860|NDFRT|||
ADD|Attention Deficit Disorder;attention deficit disorder|C0041671;C0339002|1|0.99|||1|0.7991|1
ADD|Attention deficit disorder of childhood;Child attention deficit disorder;Child attention deficit disorder NOS;child attention deficit disorder (child ADD)|C0004269|||C0004269|CHV;ICD9CM;MTH;MTHICD9;SNOMEDCT|||
ADD|Child attention deficit disorder (disorder);Child attention deficit disorder NOS (disorder)||||C0004269|SNOMEDCT|||
ADD|acceptable daily dose||||||||1
ADD|acute diarrheal disease||||||1|0.0268|
ADD|adduction|C0231457|||||||1
ADD|adenosine deaminase|C0001457;C1412179|||||||1
ADD|afterdischarge duration||||||1|0.0625|
ADD|alcohol and drug dependency||||||||1
ADD|androsta-1,4-diene-3,17-dione||||||1|0.0402|
ADD|angled delivery device||||||||1
ADD|anterior disc displacement||||||1|0.0491|
ADD|auditory discrimination|C0234747|||||||1
ADD|average daily dose||||||||1
ADD|delta4-Androstene-3,17-dione||||C0002860|NCI|||
ADD|let there be added||||||||1
ADD|surgical induction of anterior disk displacement||||||1|0.0223|
ADHD|ADD - Attention deficit disorder with hyperactivity||||C1263846|SNOMEDCT|||
ADHD|ADDH;addh|C1263846;C2676242|||C1263846|CHV;CSP;MSH|||
ADHD|ADHD;ADHD (attention deficit hyperactivity disorder);ADHD - Attention deficit disorder with hyperactivity;Attention deficit hyperactivity disorder (ADHD);attention deficit hyperactivity disorder (ADHD);ATTENTION DEFICIT-HYPERACTIVITY DISORDER;Attention Deficit Disorder with Hyperactivity;Attention Deficit Disorders with Hyperactivity;Attention Deficit Hyperactivity Disorder;Attention Deficit Hyperactivity Disorders;Attention deficit hyperactivity disorder;attention deficit disorder with hyperactivity;attention deficit hyperactivity disorder;Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type;Attention deficit hyperkinetic disorder;Attention-Deficit Disorder, Predominantly Hyperactive-Impulsive Type;Childhood hyperkinetic syndrome;Hyperkinetic syndrome of childhood;childhood hyperkinetic syndrome;HYPERACTIVITY OF CHILDHOOD;HYPERKINETIC SYNDROME;Hyperkinetic Syndrome;Hyperkinetic syndrome;Hyperkinetic syndrome NOS;SYNDROME HYPERKINETIC;Syndromes, Hyperkinetic;hyperkinetic syndrome;Hyperactive child syndrome;hyperactive child syndrome;Hyperactivity Disorder NOS;disorder hyperactivity;hyperactivity disorder;Hyperactivity Disorder, Predominantly Hyperactive-Impulsive Type;Hyperkinetic disorder;hyperkinetic disorder;Overactive child syndrome;Unspecified hyperkinetic syndrome of childhood;attention deficit hyper disorder;attention deficit(hyper) disorder;attention deficits disorder hyper|C1263846|1|0.998|C1263846|AOD;CHV;CSP;CST;ICD9CM;MEDLINEPLUS;MSH;MTH;MTHICD9;NDFRT;OMIM;SNOMEDCT|1|1|1
ADHD|ATTENTION DEFICIT DIS WITH HYPERACTIVITY;ATTENTION DEFICIT HYPERACTIVITY DIS||||C1263846|MSH|||
ADHD|Attention Deficit Disorder with Hyperactivity [Disease/Finding]||||C1263846|NDFRT|||
ADHD|Attention deficit disorder|C0041671;C0339002|||C1263846|SNOMEDCT|||
ADHD|Attention deficit disorder (disorder)||||C1263846|SNOMEDCT|||
ADHD|Attention deficit disorder of childhood with hyperactivity||||C1263846|ICD9CM|||
ADHD|Attention deficit hyperactivity disorder (disorder)||||C1263846|SNOMEDCT|||
ADHD|Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type (disorder)||||C1263846|SNOMEDCT|||
ADHD|Attn deficit w hyperact||||C1263846|ICD9CM|||
ADHD|Childhood hyperkinetic syndrome (disorder)||||C1263846|SNOMEDCT|||
ADHD|Hyperkinetic synd NOS||||C1263846|ICD9CM|||
ADHD|Hyperkinetic syndrome NOS (disorder)||||C1263846|SNOMEDCT|||
ADHD|[X]Hyperkinetic disorder, unspecified||||C1263846|SNOMEDCT|||
ADHD|[X]Hyperkinetic disorder, unspecified (disorder)||||C1263846|SNOMEDCT|||
ADHD|minimal brain dysfunction|C1263846;C1321905|||C1263846|CHV|||
ADL|50-DAG;50kD DAG;DAG2;DYSTROGLYCAN 2;SCARMD1;SGCA;SGCA gene|C1420005|||C1420005|HUGO;LNC;MTH;OMIM|||
ADL|A2||||C1420005|HUGO|||
ADL|ADHALIN;adhalin;SARCOGLYCAN, ALPHA|C0248537;C1420005|||C1420005|HUGO;OMIM|||
ADL|ADL;adl;adls|C0001288;C1420005|||C0001288;C1420005|CHV;CSP;LNC;MSH;NCI;OMIM;SNOMEDCT|||
ADL|Activities of Daily Living;Activities, Daily Living;Activity of Daily Living;Activity of daily living;Activity, Daily Living;Daily Living Activities;Daily Living Activity;Living Activities, Daily;Living Activity, Daily;activities of daily living;activity of daily living;daily living activities;Activities of Daily Living (activity);Activities of everyday life;Household Activity;activities of daily living (ADL);functional ability|C0001288|1|0.988|C0001288|CHV;CSP;MSH;MTH;NCI;SNOMEDCT|1|0.935|1
ADL|Activities of Daily Living Scale||||||1|0.0084|
ADL|Activity of daily living (function)||||C0001288|SNOMEDCT|||
ADL|Activity of daily living (observable entity)||||C0001288|SNOMEDCT|||
ADL|Activity of daily living, function (observable entity)||||C0001288|SNOMEDCT|||
ADL|Amsterdam Depression List||||||||1
ADL|DMDA2;LGMD2D|C1420005;C1842550|||C1420005|HUGO|||
ADL|DYSTROPHIN-ASSOCIATED GLYCOPROTEIN, 50-KD||||C1420005|OMIM|||
ADL|Daily Activity;daily activities|C0001288;C0871707|||C0001288|NCI|1|0.0038|
ADL|Sarcoglycan, alpha (50kD dystrophin-associated glycoprotein; adhalin)||||C1420005|HUGO|||
ADL|acid detergent lignin||||||1|0.0122|
ADL|activities of daily life||||||1|0.0298|
ADL|acute adenolymphangitis||||||1|0.0046|
ADL|adhalin (limb girdle muscular dystrophy 2D)||||C1420005|HUGO|||
ADL|adolescent medicine|C0001581|||||||1
ADL|adrenoleukodystrophy|C0162309;C1412084|||||||1
ADL|aerobic dive limit||||||1|0.0061|
ADL|sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)||||C1420005|HUGO|||
AFB|AFB - Acid fast bacillus;Acid-fast bacillus;acid fast bacillus;acid-fast bacilli;acid-fast bacillus;afb|C0483226|1|0.99|C0483226|CHV;MTH;SNOMEDCT|1|0.7925|1
AFB|Acid-fast bacillus (organism)||||C0483226|SNOMEDCT|||
AFB|acetate-free biofiltration|C0282467|||||1|0.0608|
AFB|aflatoxin B|C0085754|||||||1
AFB|aflatoxin B1|C0085180|||||1|0.1279|
AFB|aflatoxin biomarker||||||||1
AFB|air-fluidized bed|C0179267|||||||1
AFB|aortofemoral bypass|C0149619|||||1|0.0189|1
AFB|aspirated foreign body|C0686705|||||||1
AFB|scid-fast bacilli (AFB)||||C0483226|CHV|||
AFI|acute febrile illness||||||||1
AFI|amaurotic familial idiocy|C0282220|||||||1
AFI|amniotic fluid index|C0552315|1|1.000|||1|0.9098|1
AFI|atrial flutter|C0004239;C1963068|||||1|0.0902|
AFO|ankle-foot orthosis||1|1.000|||1|1|1
AFP|ACID FINGER PROTEIN;RNF95;TRIM26;TRIM26 gene;TRIPARTITE MOTIF-CONTAINING PROTEIN 26;ZINC FINGER PROTEIN 173, FORMERLY;ZNF173, FORMERLY|C1421661|||C1421661|HUGO;MTH;OMIM|||
AFP|AFP||||C0002210;C0201539;C1367597;C1421661|AOD;DXP;HUGO;NCI;NDFRT;OMIM|||
AFP|AFP - Alpha-fetoprotein;alpha-fetoprotein (AFP);ALPHA-FETOPROTEIN;Alpha Fetoprotein;Alpha fetoproteins;Alpha-Fetoprotein;Alpha-fetoprotein;Alpha-fetoprotein NOS;alfa-fetoprotein;alpha Fetoprotein;alpha Fetoproteins;alpha Foetoprotein;alpha fetoprotein;alpha fetoproteins;alpha foetoprotein;alpha-Fetoprotein;alpha-Fetoproteins;alpha-feto-protein;alpha-fetoprotein|C0002210;C0201539;C1367597|1|0.996|C0002210;C0201539;C1367597|AOD;CHV;CSP;HUGO;LCH;MSH;MTH;NCI;NDFRT;OMIM;SNOMEDCT|1|0.8558|1
AFP|AFP Gene;AFP gene;Alpha-Fetoprotein Gene|C1367597|||C1367597|HUGO;MTH;NCI|||
AFP|AFP measurement;Alpha Fetoprotein measurement;Alpha Foetoprotein measurement;Alpha-fetoprotein Measurement;Alpha one fetoprotein measurement;Alpha-1-Fetoprotein measurement;Alpha-1-Foetoprotein measurement;alpha fetoprotein test;alpha fetoprotein testing|C0201539|||C0201539|CHV;MTH;NCI;SNOMEDCT|||
AFP|Alpha one fetoprotein (AFP) test||||C0201539|CHV|||
AFP|Alpha-1-Fetoprotein;alpha 1-fetoprotein;Alpha-Fetoglobulin;alpha1-fetoprotein|C0002210|||C0002210|LNC;NCI|1|0.0263|
AFP|Alpha-1-Fetoprotein measurement (procedure)||||C0201539|SNOMEDCT|||
AFP|Alpha-fetoprotein NOS (procedure)||||C0201539|SNOMEDCT|||
AFP|FETA|C1367597;C1706654;C2828822|||C1367597|HUGO|||
AFP|Fetuin;Fetuins;fetuin|C0002210;C3178998|||C0002210|AOD;CHV;CSP;NDFRT;SNOMEDCT|||
AFP|Fetuin (substance)||||C0002210|SNOMEDCT|||
AFP|Serum alphafoetoprotein;serum alphafetoprotein||||||1|0.0134|
AFP|a-fetoprotein||||||1|0.0036|
AFP|acute flaccid paralysis||||||1|0.0496|1
AFP|adiabatic fast passage||||||||1
AFP|alpha Fetoprotein (substance)||||C0002210|SNOMEDCT|||
AFP|alpha-Fetoproteins [Chemical/Ingredient]||||C0002210|NDFRT|||
AFP|anterior faucial pillar||||||||1
AFP|anterior fontanel pressure;anterior fontanelle pressure||||||1|0.0039|
AFP|anterior forebrain pathway||||||1|0.0051|
AFP|anti-alpha-fetoprotein||||||1|0.0042|
AFP|antifreeze polypeptide||||||1|0.0036|
AFP|antifreeze protein||||||1|0.0218|
AFP|antifungal protein||||||1|0.0051|
AFP|ascending frontal parietal||||||||1
AFP|atrial filling pressure||||||||1
AFP|atypical facial pain|C0154729|||C0154729|CHV;SNOMEDCT|1|0.0048|1
AFP|serum alpha-foetoprotein|C0373538;C0546833;C1287375|||||1|0.003|
AFP|tripartite motif containing 26||||C1421661|HUGO|||
AGA|18-alpha-glycyrrhetinic acid||||||1|0.0092|
AGA|AGA||||C0071561;C0162311;C1412276|HUGO;OMIM;PDQ|||
AGA|AGA gene;ASRG|C1412276|||C1412276|HUGO;MTH|||
AGA|AGA1;ALOPECIA, ANDROGENETIC, 1;ANDROGENETIC ALOPECIA;Alopecia, Androgenetic;Androgenetic Alopecia;Androgenetic alopecia;alopecia androgenetic;androgenetic alopecia;Alopecia hereditaria;Alopecia, Male Pattern;Male Pattern Alopecia;Male pattern alopecia;male pattern alopecia;Androgenic alopecia;alopecia androgenic;androgenic alopecia;BALDNESS, MALE PATTERN;Baldness, Male Pattern;Male Pattern Baldness;Male pattern baldness;baldness male pattern;male pattern baldness;Common baldness;Hereditary alopecia;MPB;Pattern baldness;pattern baldness|C0162311|||C0162311|CHV;MSH;MTH;OMIM;SNOMEDCT|1|0.1048|1
AGA|ALOPECIA ANDROGENET;ANDROGENET ALOPECIA||||C0162311|MSH|||
AGA|ASPARTYLGLUCOSAMINIDASE;aspartylglucosaminidase;GLYCOSYLASPARAGINASE;glycosylasparaginase|C0004025;C1412276|||C1412276|HUGO;OMIM|1|0.0601|
AGA|Alopecia hereditaria (disorder)||||C0162311|SNOMEDCT|||
AGA|Androgenic alopecia (disorder)||||C0162311|SNOMEDCT|||
AGA|Glutaminase-Asparaginase;Glutaminase-asparaginase;glutaminase-asparaginase;PEG-Glutaminase-Asparaginase;PEG-L-glutaminase-L-asparaginase;Polyethylene Glycol-Glutaminase-Asparaginase;polyethylene glycol-glutaminase-asparaginase;polyethyleneglycol-L-glutaminase-L-asparaginase|C0071561|||C0071561|MSH;MTH;NCI;PDQ|||
AGA|Male pattern alopecia (disorder)||||C0162311|SNOMEDCT|||
AGA|accelerated growth area||||||||1
AGA|acetylglutamate||||||||1
AGA|acute gonococcal arthritis|C2062407|||||||1
AGA|allergic granulomatosis and angiitis||||||1|0.0077|1
AGA|allergic granulomatous angiitis|C0008728|||||1|0.0169|
AGA|anti-gliadin;antigliadin||||||1|0.0601|
AGA|anti-gliadin antibodies|C0312639|||||1|0.0354|
AGA|anti-immunoglobulin A autoantibody||||||||1
AGA|antibodies to gliadin||||||1|0.0139|
AGA|antigliadin antibodies;antigliadin antibody||||||1|0.114|1
AGA|antiglomerular antibody||||||||1
AGA|appropriate|C1548787|||||1|0.0231|
AGA|appropriate for gestational age|C2985271|1|1.000|C2985271|NCI|1|0.5378|1
AGA|average gestational age||||||||1
AGA|presents the official recommendations of the American Gastroenterological Association||||||1|0.0169|
AICD|AICD;aicd;aicds|C0972395;C2611803|||C0972395;C2611803|CHV;GO|||
AICD|APP intracellular domain||||||1|0.0388|
AICD|Activation-induced cell death of T cells;activation-induced cell death of T cells;activation-induced cell death of T-cells|C2611803|||C2611803|GO;MTH|||
AICD|Automatic Implantable Cardioverter-Defibrillators;DEFIBRILLATOR, AUTOMATIC IMPLANTABLE CARDIOVERTER;automatic implantable cardioverter defibrillator;automatic implantable cardioverter-defibrillator|C0972395|1|1|C0972395|MTH;SPN|1|0.3134|1
AICD|activation-induced B cell apoptosis;activation-induced B-cell apoptosis||||C2611803|GO|||
AICD|activation-induced cell death||||||1|0.6478|1
AICD|activation-induced cell death of B cells;activation-induced cell death of B-cells||||C2611803|GO|||
AICD|activation-induced cell death of B lymphocytes;activation-induced cell death of B-lymphocytes||||C2611803|GO|||
AICD|activation-induced cell death of T lymphocytes;activation-induced cell death of T-lymphocytes||||C2611803|GO|||
AICD|automatic implanted cardioverter-defibrillator||||||||1
AIDS|ACQUIRED IMMUNE DEFIC SYNDROME||||C0001175|MSH|||
AIDS|ACQUIRED IMMUNE DEFICIENCY SYNDROME;Acquired Immune Deficiency Syndrome;Acquired immune deficiency syndrome;Acquired immune deficiency syndrome, NOS;acquired immune deficiency syndrome;ACQUIRED IMMUNODEFICIENCY SYNDROME, AIDS;AIDS - Acquired immunodeficiency syndrome;AIDS, ACQUIRED IMMUNODEFICIENCY SYNDROME;acquired immunodeficiency syndrome (AIDS);AIDS;AIDS, NOS;AIDS (disorder);AIDS disorders;AUTOIMMUNE DEFICIENCY SYNDROME;autoimmune deficiency syndrome;Acquired Immune Deficiency;acquired immune deficiency;Acquired Immuno Deficiency Syndrome;Acquired Immuno-Deficiency Syndrome;Acquired Immuno-Deficiency Syndromes;Immuno-Deficiency Syndrome, Acquired;Immuno-Deficiency Syndromes, Acquired;Syndrome, Acquired Immuno-Deficiency;Syndromes, Acquired Immuno-Deficiency;acquired immuno-deficiency syndrome;Acquired Immunodeficiency Syndrome;Acquired Immunodeficiency Syndromes;Acquired immunodeficiency syndrome;Acquired immunodeficiency syndrome, NOS;Immunodeficiency Syndrome, Acquired;Immunodeficiency Syndromes, Acquired;Syndrome, Acquired Immunodeficiency;Syndromes, Acquired Immunodeficiency;acquired immunodeficiency syndrome;Acquired immune deficiency syndrome (AIDS);IMMUNE DEFICIENCY SYNDROME ACQUIRED <AIDS>;IMMUNE DEFICIENCY SYNDROME ACQUIRED AIDS;Immunodeficiency due to human immunodeficiency virus infection;Immunologic Deficiency Syndrome, Acquired|C0001175|1|0.992|C0001175|AOD;CHV;COSTAR;CSP;CST;MEDLINEPLUS;MSH;MTH;MTHICD9;NCI;NDFRT;QMR;RAM;SNOMEDCT|1|0.9954|1
