GroupID|RecordID|SF|SFUI|LF|LFUI|Source|LFEUI|Good
G112673|R015089|GK|S027852|glycerolkinase|L082606|UMLS|E0354104|1
G112673|R015090|GK|S027852|glycerol kinase|L082589|UMLS|E0354104|1
G112673|R015091|GK|S027852|glycerol-kinase|L082603|UMLS|E0354104|1
G112712|R325031|GLP1|S027919|Glucagon-like peptide-1|L015742|ADAM||1
G112712|R325032|GLP1|S027919|Glucagon-like peptide 1|L015740|ADAM||1
G112712|R174353|GLP1|S027919|glucagonlike peptide 1|L082018|UMLS|E0695216|1
G112712|R174354|GLP1|S027919|glucagon like peptide 1|L081996|UMLS|E0695216|1
G112712|R174355|GLP1|S027919|glucagonlike peptide-1|L082023|UMLS|E0695216|1
G112712|R174356|GLP1|S027919|glucagon like peptide-1|L081997|UMLS|E0695216|1
G112712|R174357|GLP1|S027919|glucagon-like peptide 1|L082005|UMLS|E0695216|1
G112712|R174358|GLP1|S027919|glucagon-like peptide-1|L082010|UMLS|E0695216|1
G112718|R294683|18F-FDG|S000524|fluorine-18 fluorodeoxyglucose|L078484|ADAM||1
G112718|R233380|18F-FDG|S000524|fluorine 18-labeled fluorodeoxyglucose|L078471|UMLS|E0732326|1
G112718|R233381|18F-FDG|S000524|fluorine-18 labeled fluorodeoxyglucose|L078488|UMLS|E0732326|1
G112718|R233382|18F-FDG|S000524|fluorine-18-labeled fluorodeoxyglucose|L078501|UMLS|E0732326|1
G112718|R233383|18F-FDG|S000524|fluorine 18-labeled fluoro-deoxyglucose|L078470|UMLS|E0732326|1
G112718|R233384|18F-FDG|S000524|fluorine 18-labelled fluorodeoxyglucose|L078474|UMLS|E0732326|1
G112718|R233385|18F-FDG|S000524|fluorine-18 labeled fluoro-deoxyglucose|L078487|UMLS|E0732326|1
G112718|R233386|18F-FDG|S000524|fluorine-18 labelled fluorodeoxyglucose|L078491|UMLS|E0732326|1
G112718|R233387|18F-FDG|S000524|fluorine-18-labeled fluoro-deoxyglucose|L078500|UMLS|E0732326|1
G112718|R233388|18F-FDG|S000524|fluorine-18-labelled fluorodeoxyglucose|L078504|UMLS|E0732326|1
G112718|R233389|18F-FDG|S000524|fluorine 18-labeled fluoro-deoxy-glucose|L078469|UMLS|E0732326|1
G112718|R233390|18F-FDG|S000524|fluorine 18-labelled fluoro-deoxyglucose|L078473|UMLS|E0732326|1
G112718|R233391|18F-FDG|S000524|fluorine-18 labeled fluoro-deoxy-glucose|L078486|UMLS|E0732326|1
G112718|R233392|18F-FDG|S000524|fluorine-18 labelled fluoro-deoxyglucose|L078490|UMLS|E0732326|1
G112718|R233393|18F-FDG|S000524|fluorine-18-labeled fluoro-deoxy-glucose|L078499|UMLS|E0732326|1
G112718|R233394|18F-FDG|S000524|fluorine-18-labelled fluoro-deoxyglucose|L078503|UMLS|E0732326|1
G112718|R233395|18F-FDG|S000524|fluorine 18-labelled fluoro-deoxy-glucose|L078472|UMLS|E0732326|1
G112718|R233396|18F-FDG|S000524|fluorine-18 labelled fluoro-deoxy-glucose|L078489|UMLS|E0732326|1
G112718|R233397|18F-FDG|S000524|fluorine-18-labelled fluoro-deoxy-glucose|L078502|UMLS|E0732326|1
G112718|R233398|18F-FDG|S000524|fluorine 18 fluorodeoxyglucose|L078463|UMLS|E0732327|1
G112718|R233399|18F-FDG|S000524|fluorine 18 fluorodeoxy glucose|L078461|UMLS|E0732327|1
G112718|R233400|18F-FDG|S000524|fluorine 18-fluorodeoxyglucose|L078468|UMLS|E0732327|1
G112718|R233401|18F-FDG|S000524|fluorine-18 fluorodeoxyglucose|L078484|UMLS|E0732327|1
G112718|R233402|18F-FDG|S000524|fluorine-18-fluorodeoxyglucose|L078496|UMLS|E0732327|1
G112718|R233403|18F-FDG|S000524|fluorine 18 fluoro-deoxyglucose|L078460|UMLS|E0732327|1
G112718|R233404|18F-FDG|S000524|fluorine 18 fluorodeoxy-glucose|L078462|UMLS|E0732327|1
G112718|R233405|18F-FDG|S000524|fluorine 18-fluoro-deoxyglucose|L078465|UMLS|E0732327|1
G112718|R233406|18F-FDG|S000524|fluorine 18-fluorodeoxy glucose|L078466|UMLS|E0732327|1
G112718|R233407|18F-FDG|S000524|fluorine 18-fluorodeoxy-glucose|L078467|UMLS|E0732327|1
G112718|R233408|18F-FDG|S000524|fluorine-18 fluoro-deoxyglucose|L078481|UMLS|E0732327|1
G112718|R233409|18F-FDG|S000524|fluorine-18 fluorodeoxy glucose|L078482|UMLS|E0732327|1
G112718|R233410|18F-FDG|S000524|fluorine-18 fluorodeoxy-glucose|L078483|UMLS|E0732327|1
G112718|R233411|18F-FDG|S000524|fluorine-18-fluoro-deoxyglucose|L078493|UMLS|E0732327|1
G112718|R233412|18F-FDG|S000524|fluorine-18-fluorodeoxy glucose|L078494|UMLS|E0732327|1
G112718|R233413|18F-FDG|S000524|fluorine-18-fluorodeoxy-glucose|L078495|UMLS|E0732327|1
G112718|R233414|18F-FDG|S000524|fluorine 18 fluoro-deoxy-glucose|L078459|UMLS|E0732327|1
G112718|R233415|18F-FDG|S000524|fluorine 18-fluoro-deoxy-glucose|L078464|UMLS|E0732327|1
G112718|R233416|18F-FDG|S000524|fluorine-18 fluoro-deoxy-glucose|L078480|UMLS|E0732327|1
G112718|R233417|18F-FDG|S000524|fluorine-18-fluoro-deoxy-glucose|L078492|UMLS|E0732327|1
G112771|R325109|GLUT4|S027990|glucose transporter 4|L082185|ADAM||1
G112771|R325110|GLUT4|S027990|glucose transporter-4|L082210|ADAM||1
G112771|R064673|GLUT4|S027990|glucose transporter 4|L082185|UMLS|E0551211|1
G112771|R064674|GLUT4|S027990|glucose transporter-4|L082210|UMLS|E0551211|1
G112771|R064675|GLUT4|S027990|glucose transporter type 4|L082200|UMLS|E0757595|1
G112771|R064676|GLUT4|S027990|glucose transporter type-4|L082201|UMLS|E0757595|1
G112771|R064677|GLUT4|S027990|glucose-transporter type 4|L082268|UMLS|E0757595|1
G112771|R064678|GLUT4|S027990|glucose-transporter type-4|L082269|UMLS|E0757595|1
G112848|R325265|GNR|S028114|Gram-negative rods|L015943|ADAM||1
G112848|R155237|GNR|S028114|gram negative rod|L083279|UMLS|E0690302|1
G112848|R155238|GNR|S028114|gram-negative rod|L083292|UMLS|E0690302|1
G112866|R109159|GOT|S028151|glutamine oxaloacetic transaminase|L082412|UMLS|E0314978|1
G112866|R109160|GOT|S028151|glutamic oxaloacetic transaminase|L082396|UMLS|E0201200|1
G112866|R109161|GOT|S028151|glutamic-oxaloacetic transaminase|L082403|UMLS|E0201200|1
G112866|R109162|GOT|S028151|glutamic-oxalo acetic transaminase|L082401|UMLS|E0201200|1
G112866|R109163|GOT|S028151|glutamic-oxalo-acetic transaminase|L082402|UMLS|E0201200|1
G112866|R109172|GOT|S028151|glutamic oxalacetic transaminase|L082395|UMLS|E0757599|1
G112866|R109173|GOT|S028151|glutamic-oxalacetic transaminase|L082400|UMLS|E0757599|1
G112866|R406838|GOT|S028151|glutamic-oxalacetic transaminase|L082400|Wikipedia||1
G112943|R325435|GPI|S028242|guinea pig ileum|L084230|ADAM||1
G112943|R325436|GPI|S028242|guinea-pig ileum|L084250|ADAM||1
G112943|R018120|GPI|S028242|guineapig ileum|L084258|UMLS|E0314812|1
G112943|R018121|GPI|S028242|guinea pig ileum|L084230|UMLS|E0314812|1
G112943|R018122|GPI|S028242|guinea-pig ileum|L084250|UMLS|E0314812|1
G112946|R325428|GPI|S028242|glycoprotein I|L082856|ADAM||1
G112946|R018123|GPI|S028242|glycoprotein 1|L082835|UMLS|E0580930|1
G112946|R018124|GPI|S028242|glycoprotein I|L082856|UMLS|E0580930|1
G112975|R325460|GPP|S028288|generalized pustular psoriasis|L081289|ADAM||1
G112975|R202115|GPP|S028288|generalised pustular psoriasis|L081244|UMLS|E0440214|1
G112975|R202116|GPP|S028288|generalized pustular psoriasis|L081289|UMLS|E0440214|1
G112990|R325513|GPx-1|S028316|glutathione peroxidase-1|L082518|ADAM||1
G112990|R325514|GPx-1|S028316|glutathione peroxidase 1|L082516|ADAM||1
G112990|R258057|GPx-1|S028316|glutathione peroxidase 1|L082516|UMLS|E0745767|1
G112990|R258058|GPx-1|S028316|glutathione peroxidase-1|L082518|UMLS|E0745767|1
G112991|R301729|AGE|S004247|agarose gel electrophoresis|L040369|ADAM||1
G112991|R150548|AGE|S004247|agarose gel electrophoresis|L040369|UMLS|E0500139|1
G112991|R150549|AGE|S004247|agarose-gel electrophoresis|L040372|UMLS|E0500139|1
G113020|R325607|GRE|S028354|gradient-echo|L083194|ADAM||1
G113020|R325608|GRE|S028354|gradient echo|L083186|ADAM||1
G113020|R071346|GRE|S028354|gradient echo|L083186|UMLS|E0573029|1
G113020|R071347|GRE|S028354|gradient-echo|L083194|UMLS|E0573029|1
G113033|R298049|AGEP|S004249|acute generalized exanthematous pustulosis|L038746|ADAM||1
G113033|R043223|AGEP|S004249|acute generalised exanthematous pustulosis|L038744|UMLS|E0439061|1
G113033|R043224|AGEP|S004249|acute generalized exanthematous pustulosis|L038746|UMLS|E0439061|1
G113036|R325631|GRIP1|S028383|glucocorticoid receptor interacting protein 1|L082056|ADAM||1
G113036|R172172|GRIP1|S028383|glucocorticoid receptor interacting protein 1|L082056|UMLS|E0694467|1
G113036|R172173|GRIP1|S028383|glucocorticoid receptor interacting protein-1|L082057|UMLS|E0694467|1
G113036|R172174|GRIP1|S028383|glucocorticoid receptor-interacting protein 1|L082062|UMLS|E0694467|1
G113036|R172175|GRIP1|S028383|glucocorticoid receptor-interacting protein-1|L082063|UMLS|E0694467|1
G113120|R325797|GSH|S028490|glutathione|L082473|ADAM||1
G113120|R325802|GSH|S028490|gluthathione|L082556|ADAM||1
G113120|R018146|GSH|S028490|glutathion|L082468|UMLS|E0029989|1
G113120|R018147|GSH|S028490|glutathione|L082473|UMLS|E0029989|1
G113120|R018148|GSH|S028490|gluthathione|L082556|UMLS|E0029989|1
G113180|R298078|AGPT|S004283|agar gel precipitation test|L040354|ADAM||1
G113180|R223385|AGPT|S004283|agar gel precipitation test|L040354|UMLS|E0723318|1
G113180|R223386|AGPT|S004283|agar-gel precipitation test|L040362|UMLS|E0723318|1
G113311|R326173|GVHR|S028750|graft-versus-host reaction|L083244|ADAM||1
G113311|R326174|GVHR|S028750|graft-versus-host reactions|L083245|ADAM||1
G113311|R326175|GVHR|S028750|graft-versus-host-reaction|L083248|ADAM||1
G113311|R005499|GVHR|S028750|graft versus host reaction|L083222|UMLS|E0030225|1
G113311|R005500|GVHR|S028750|graft-versus-host reaction|L083244|UMLS|E0030225|1
G113497|R326378|Gla|S029058|gamma-carboxyglutamate|L080562|ADAM||1
G113497|R270724|Gla|S029058|gamma carboxyglutamate|L080429|UMLS|E0508846|1
G113497|R270725|Gla|S029058|gamma-carboxyglutamate|L080562|UMLS|E0508846|1
G113497|R270726|Gla|S029058|γ carboxyglutamate|L170355|UMLS|E0508846|1
G113497|R270727|Gla|S029058|γ-carboxyglutamate|L170434|UMLS|E0508846|1
G113512|R326424|GlnRS|S029111|glutaminyl-tRNA synthetase|L082428|ADAM||1
G113512|R032914|GlnRS|S029111|glutaminyl tRNA synthetase|L082426|UMLS|E0747319|1
G113512|R032915|GlnRS|S029111|glutaminyl-tRNA synthetase|L082428|UMLS|E0747319|1
G113536|R326576|Gn-RHa|S029231|gonadotropin-releasing hormone agonist|L083108|ADAM||1
G113536|R326577|Gn-RHa|S029231|gonadotropin releasing hormone agonist|L083094|ADAM||1
G113536|R326578|Gn-RHa|S029231|gonadotropin-releasing hormone agonists|L083110|ADAM||1
G113536|R326579|Gn-RHa|S029231|gonadotropin-releasing hormone-agonist|L083117|ADAM||1
G113536|R051806|Gn-RHa|S029231|gonadotropin releasing hormone agonist|L083094|UMLS|E0504353|1
G113536|R051807|Gn-RHa|S029231|gonadotrophin releasing hormone agonist|L083071|UMLS|E0504353|1
G113536|R051808|Gn-RHa|S029231|gonadotropin-releasing hormone agonist|L083108|UMLS|E0504353|1
G113536|R051809|Gn-RHa|S029231|gonadotropin-releasing hormone-agonist|L083117|UMLS|E0504353|1
G113536|R051810|Gn-RHa|S029231|gonadotrophin-releasing hormone agonist|L083081|UMLS|E0504353|1
G113536|R051811|Gn-RHa|S029231|gonadotrophin-releasing hormone-agonist|L083087|UMLS|E0504353|1
G113565|R325399|GpIb|S029300|glycoprotein Ib|L082868|ADAM||1
G113565|R036725|GpIb|S029300|glycoprotein Ib|L082868|UMLS|E0747388|1
G113565|R036726|GpIb|S029300|glycoprotein-Ib|L082891|UMLS|E0747388|1
G113586|R326014|Gs|S029366|stimulatory guanine nucleotide-binding protein|L151499|ADAM||1
G113586|R326015|Gs|S029366|stimulatory guanine nucleotide binding protein|L151497|ADAM||1
G113586|R153020|Gs|S029366|stimulatory guanine nucleotide binding protein|L151497|UMLS|E0689008|1
G113586|R153021|Gs|S029366|stimulatory guanine nucleotide-binding protein|L151499|UMLS|E0689008|1
G113586|R153022|Gs|S029366|stimulatory guanine-nucleotide-binding protein|L151500|UMLS|E0689008|1
G114019|R327090|HAVS|S030231|hand-arm vibration syndrome|L085056|ADAM||1
G114019|R195525|HAVS|S030231|hand arm vibration syndrome|L085038|UMLS|E0707357|1
G114019|R195526|HAVS|S030231|hand-arm vibration syndrome|L085056|UMLS|E0707357|1
G114597|R328024|HEI|S030910|Healthy Eating Index|L016664|ADAM||1
G114597|R046878|HEI|S030910|Healthy Eating Index|L016664|UMLS|E0456605|1
G114597|R046879|HEI|S030910|healthy eating index|L085380|UMLS|E0456605|1
G114654|R328290|HF|S031042|hollow fiber|L088588|ADAM||1
G114654|R005737|HF|S031042|hollow fiber|L088588|UMLS|E0757866|1
G114654|R005738|HF|S031042|hollow fibre|L088591|UMLS|E0757866|1
G114806|R328689|HI|S031233|Haemagglutination-inhibiting|L016303|ADAM||1
G114806|R328690|HI|S031233|haemagglutination inhibiting|L084355|ADAM||1
G114806|R328691|HI|S031233|haemagglutination inhibition|L084356|ADAM||1
G114806|R328692|HI|S031233|haemagglutination-inhibition|L084364|ADAM||1
G114806|R328701|HI|S031233|hemagglutination-inhibiting|L085837|ADAM||1
G114806|R328702|HI|S031233|hemagglutination inhibiting|L085827|ADAM||1
G114806|R328703|HI|S031233|hemagglutination inhibition|L085828|ADAM||1
G114806|R328704|HI|S031233|hemagglutination-inhibition|L085838|ADAM||1
G114806|R005781|HI|S031233|hemagglutination inhibition|L085828|UMLS|E0031080|1
G114806|R005782|HI|S031233|haemagglutination inhibition|L084356|UMLS|E0031080|1
G114806|R005783|HI|S031233|hemagglutination-inhibition|L085838|UMLS|E0031080|1
G114806|R005784|HI|S031233|haemagglutination-inhibition|L084364|UMLS|E0031080|1
G114806|R005785|HI|S031233|hæmagglutination inhibition|L092453|UMLS|E0031080|1
G114806|R005786|HI|S031233|hæmagglutination-inhibition|L092455|UMLS|E0031080|1
G114806|R275452|HI|S031233|hemagglutination inhibiting|L085827|UMLS|E0757659|1
G114806|R275453|HI|S031233|haemagglutination inhibiting|L084355|UMLS|E0757659|1
G114806|R275454|HI|S031233|hemagglutination-inhibiting|L085837|UMLS|E0757659|1
G114806|R275455|HI|S031233|haemagglutination-inhibiting|L084363|UMLS|E0757659|1
G115058|R328640|HIV2|S031534|human immunodeficiency virus type 2|L090190|ADAM||1
G115058|R328641|HIV2|S031534|human immunodeficiency virus type-2|L090212|ADAM||1
G115058|R170861|HIV2|S031534|human immunodeficiency virus 2|L090123|UMLS|E0694324|1
G115058|R170862|HIV2|S031534|human immunodeficiency virus-2|L090225|UMLS|E0694324|1
G115058|R170863|HIV2|S031534|human immunodeficiency virus type 2|L090190|UMLS|E0032177|1
G115058|R170864|HIV2|S031534|human immunodeficiency virus type-2|L090212|UMLS|E0032177|1
G115247|R328866|HLR|S031725|high-level resistance|L087966|ADAM||1
G115247|R275766|HLR|S031725|high level resistance|L087611|UMLS|E0757950|1
G115247|R275767|HLR|S031725|high-level resistance|L087966|UMLS|E0757950|1
G115264|R329043|HM-PAO|S031744|hexamethylpropyleneamineoxime|L087396|ADAM||1
G115264|R051648|HM-PAO|S031744|hexamethylpropyleneamineoxime|L087396|UMLS|E0334621|1
G115264|R051649|HM-PAO|S031744|hexamethylpropylene amineoxime|L087394|UMLS|E0334621|1
G115264|R051650|HM-PAO|S031744|hexamethylpropyleneamine oxime|L087395|UMLS|E0334621|1
G115264|R051651|HM-PAO|S031744|hexamethylpropylene amine oxime|L087393|UMLS|E0334621|1
G115356|R329093|HMWK|S031903|high molecular weight kininogen|L087656|ADAM||1
G115356|R031375|HMWK|S031903|high molecular weight kininogen|L087656|UMLS|E0315056|1
G115356|R031376|HMWK|S031903|high-molecular-weight kininogen|L088021|UMLS|E0315056|1
G115414|R000404|ALA|S004614|aminolevulinic acid|L042055|UMLS|E0008558|1
G115414|R000405|ALA|S004614|aminolaevulinic acid|L042048|UMLS|E0008558|1
G115414|R405876|ALA|S004614|aminolevulinic acid|L042055|Wikipedia||1
G115469|R329376|HPA|S032168|hyperphenylalaninaemia|L091892|ADAM||1
G115469|R329377|HPA|S032168|hyperphenylalaninemia|L091895|ADAM||1
G115469|R181373|HPA|S032168|hyperphenylalaninemia|L091895|UMLS|E0067344|1
G115469|R181374|HPA|S032168|hyperphenylalaninaemia|L091892|UMLS|E0067344|1
G115469|R181375|HPA|S032168|hyperphenylalanineemia|L091894|UMLS|E0067344|1
G115469|R181376|HPA|S032168|hyperphenylalanineaemia|L091893|UMLS|E0067344|1
G115469|R181377|HPA|S032168|hyper-phenylalaninemia|L091733|UMLS|E0067344|1
G115469|R181378|HPA|S032168|hyper-phenylalaninaemia|L091732|UMLS|E0067344|1
G115524|R380527|HPIV-1|S032245|human parainfluenza virus type 1|L090738|ADAM||1
G115524|R151628|HPIV-1|S032245|human parainfluenza virus type 1|L090738|UMLS|E0687696|1
G115524|R151629|HPIV-1|S032245|human parainfluenza virus type I|L090741|UMLS|E0687696|1
G115524|R151630|HPIV-1|S032245|human parainfluenza virus type-1|L090744|UMLS|E0687696|1
G115524|R151631|HPIV-1|S032245|human parainfluenza virus type-I|L090747|UMLS|E0687696|1
G115524|R151632|HPIV-1|S032245|human parainfluenza virus-type 1|L090756|UMLS|E0687696|1
G115524|R151633|HPIV-1|S032245|human parainfluenza virus-type I|L090759|UMLS|E0687696|1
G115524|R151634|HPIV-1|S032245|human parainfluenza virus 1|L090732|UMLS|E0695252|1
G115524|R151635|HPIV-1|S032245|human parainfluenza virus I|L090735|UMLS|E0695252|1
G115524|R151636|HPIV-1|S032245|human parainfluenza virus-1|L090750|UMLS|E0695252|1
G115524|R151637|HPIV-1|S032245|human parainfluenza virus-I|L090753|UMLS|E0695252|1
G115554|R329586|HPOA|S032295|hypothalamus-preoptic area|L092246|ADAM||1
G115554|R151112|HPOA|S032295|hypothalamus-preoptic area|L092246|UMLS|E0686356|1
G115554|R151113|HPOA|S032295|hypothalamus/preoptic area|L092247|UMLS|E0686356|1
G115639|R329992|HR-TEM|S032447|high-resolution transmission electron microscopy|L088132|ADAM||1
G115639|R116425|HR-TEM|S032447|high resolution transmission electron microscopy|L087757|UMLS|E0655411|1
G115639|R116426|HR-TEM|S032447|high-resolution transmission electron microscopy|L088132|UMLS|E0655411|1
G115639|R116427|HR-TEM|S032447|high-resolution transmission electron microscope|L088130|UMLS|E0655412|1
G115639|R116430|HR-TEM|S032447|high resolution transmission electron microscopic|L087756|UMLS|E0747770|1
G115639|R116431|HR-TEM|S032447|high-resolution transmission electron microscopic|L088131|UMLS|E0747770|1
G115664|R329845|HRF|S032465|hemodynamic response function|L086002|ADAM||1
G115664|R018324|HRF|S032465|hemodynamic response function|L086002|UMLS|E0757721|1
G115664|R018325|HRF|S032465|haemodynamic response function|L084452|UMLS|E0757721|1
G115747|R330434|HS|S032552|hepatosplenic|L086943|ADAM||1
G115747|R152806|HS|S032552|hepatosplenic|L086943|UMLS|E0416452|1
G115747|R152807|HS|S032552|hepato-splenic|L086855|UMLS|E0416452|1
G115748|R330430|HS|S032552|hemosorption|L086487|ADAM||1
G115748|R006064|HS|S032552|hemosorption|L086487|UMLS|E0417578|1
G115748|R006065|HS|S032552|haemosorption|L084894|UMLS|E0417578|1
G115751|R330444|HS|S032552|hindlimb suspension|L088253|ADAM||1
G115751|R006039|HS|S032552|hindlimb suspension|L088253|UMLS|E0688916|1
G115751|R006040|HS|S032552|hind-limb suspension|L088250|UMLS|E0688916|1
G115767|R330319|HS-SPME|S032566|headspace solid-phase microextraction|L085243|ADAM||1
G115767|R075166|HS-SPME|S032566|headspace solid phase microextraction|L085241|UMLS|E0579933|1
G115767|R075167|HS-SPME|S032566|headspace solid-phase microextraction|L085243|UMLS|E0579933|1
G115767|R075168|HS-SPME|S032566|headspace-solid-phase microextraction|L085244|UMLS|E0579933|1
G115767|R075169|HS-SPME|S032566|headspace solid-phase micro-extraction|L085242|UMLS|E0579933|1
G115804|R330167|HSF1|S032620|heat shock factor 1|L085541|ADAM||1
G115804|R330168|HSF1|S032620|heat shock factor-1|L085542|ADAM||1
G115804|R249009|HSF1|S032620|heat shock factor 1|L085541|UMLS|E0743081|1
G115804|R249010|HSF1|S032620|heat shock factor-1|L085542|UMLS|E0743081|1
G115804|R249011|HSF1|S032620|heat-shock factor 1|L085625|UMLS|E0743081|1
G115804|R249012|HSF1|S032620|heat-shock factor-1|L085626|UMLS|E0743081|1
G115852|R330264|HSPC|S032687|hematopoietic stem and progenitor cells|L085901|ADAM||1
G115852|R330265|HSPC|S032687|hematopoietic stem/progenitor cells|L085911|ADAM||1
G115852|R147605|HSPC|S032687|hematopoietic stem progenitor cell|L085906|UMLS|E0747837|1
G115852|R147606|HSPC|S032687|haematopoietic stem progenitor cell|L084412|UMLS|E0747837|1
G115852|R147607|HSPC|S032687|hematopoietic stem-progenitor cell|L085909|UMLS|E0747837|1
G115852|R147608|HSPC|S032687|hematopoietic stem/progenitor cell|L085910|UMLS|E0747837|1
G115852|R147609|HSPC|S032687|haematopoietic stem-progenitor cell|L084415|UMLS|E0747837|1
G115852|R147610|HSPC|S032687|haematopoietic stem/progenitor cell|L084416|UMLS|E0747837|1
G115859|R330309|HSR|S032701|heat shock response|L085582|ADAM||1
G115859|R040882|HSR|S032701|heat shock response|L085582|UMLS|E0757712|1
