GroupID|RecordID|SF|SFUI|NormSF|LF|LFUI|NormLF|Source|SFEUI|LFEUI|Type|PrefSF|Score|Count|Frequency|UMLS.CUI|error|action
|R049942|PAS|S053476|pas|Periodic Acid Schiff|L026387|Periodic Acid Schiff|UMLS|E0484801|E0220659|acronym||||||duplicate|retire
|R049943|PAS|S053476|pas|periodic acid Schiff|L126309|Periodic Acid Schiff|UMLS|E0484801|E0220659|acronym||||||duplicate|retire
|R049944|PAS|S053476|pas|periodic acid-Schiff|L126320|Periodic Acid Schiff|UMLS|E0484801|E0220659|acronym||||||duplicate|retire
|R050147|NMIA|S048827|nmia|nude mouse isotope assay|L120379|nude mouse isotope assay|UMLS|E0500071|E0500070|acronym||||||duplicate|retire
|R050148|NMIA|S048827|nmia|nude mouse-isotope assay|L120380|nude mouse isotope assay|UMLS|E0500071|E0500070|acronym||||||duplicate|retire
|R050324|CSA|S015307|csa|cyclosporin A|L063680|cyclosporin A|UMLS|E0500204|E0020356|acronym||||||duplicate|retire
|R050325|CSA|S015307|csa|cyclosporine A|L063687|cyclosporin A|UMLS|E0500204|E0020356|acronym||||||duplicate|retire
|R050326|CSA|S015307|csa|cyclosporin-A|L063685|cyclosporin A|UMLS|E0500204|E0020356|acronym||||||duplicate|retire
|R050327|CSA|S015307|csa|cyclosporine-A|L063691|cyclosporin A|UMLS|E0500204|E0020356|acronym||||||duplicate|retire
|R050559|DNBP|S019513|dnbp|di-n-butyl phthalate|L066320||UMLS|E0500556||acronym||||||duplicate|retire
|R050661|HIPAA|S031338|hipaa|Health Insurance Portability and Accountability Act|L016593||UMLS|E0500573|E0447732|acronym||||||duplicate|retire
|R050741|GCM|S027371|gcm|glial cells missing|L081830||UMLS|E0500682||acronym||||||duplicate|retire
|R050893|FTIR|S025546|ftir|Fourier transform infrared spectroscopy|L014636|Fourier transform infrared spectroscopy|UMLS|E0500731|E0500729|acronym||||||duplicate|retire
|R051524|ADCA|S003926|adca|adenocarcinoma|L039334|adenocarcinoma|UMLS|E0503233|E0007287|abbreviation||||||duplicate|retire
|R051525|ADCA|S003926|adca|adeno carcinoma|L039312|adenocarcinoma|UMLS|E0503233|E0007287|abbreviation||||||duplicate|retire
|R051526|ADCA|S003926|adca|adeno-carcinoma|L039326|adenocarcinoma|UMLS|E0503233|E0007287|abbreviation||||||duplicate|retire
|R052053|EPSDT|S022624|epsdt|early and periodic screening diagnosis and treatment|L070341||UMLS|E0504605||acronym||||||duplicate|retire
|R052186|VAD|S074683|vad|vascular dementia|L165670|vascular dementia|UMLS|E0504745|E0064070|abbreviation||||||duplicate|retire
|R052458|NAR|S047599|nar|nitrate reductase|L117564|nitrate reductase|UMLS|E0505259|E0201839|abbreviation||||||duplicate|retire
|R053847|MPG|S045151|mpg|methyl green pyronine|L110059|methyl green pyronin|UMLS|E0507682|E0507681|acronym||||||duplicate|retire
|R053849|MPG|S045151|mpg|methyl-green pyronine|L110206|methyl green pyronin|UMLS|E0507682|E0507681|acronym||||||duplicate|retire
|R056066|CA|S011995|ca|Caucasian American|L008907|Caucasian American|UMLS|E0515272|E0750420|acronym||||||duplicate|retire
|R056067|CA|S011995|ca|Caucasian-American|L008912|Caucasian American|UMLS|E0515272|E0750420|acronym||||||duplicate|retire
|R056081|CC|S012564|cc|convexoconcave|L061507|convexoconcave|UMLS|E0515359|E0444562|acronym||||||duplicate|retire
|R056082|CC|S012564|cc|convexo-concave|L061506||UMLS|E0515359|E0444562|acronym||||||duplicate|retire
|R056090|DEAE|S018634|deae|diethylaminoethyl|L067010|diethylaminoethyl|UMLS|E0515365|E0314788|acronym||||||duplicate|retire
|R056235|NA|S047310|na|Native American|L024326|Native American|UMLS|E0515761|E0228795|acronym||||||duplicate|retire
|R056240|NA|S047310|na|North American|L024863|North American|UMLS|E0515761|E0228797|acronym||||||duplicate|retire
|R056844|COT|S014777|cot|cotransport|L062254|cotransport|UMLS|E0517211|E0418140|abbreviation||||||duplicate|retire
|R056845|COT|S014777|cot|co-transport|L058637||UMLS|E0517211|E0418140|abbreviation||||||duplicate|retire
|R057114|SCL|S063713|scl|scleroderma|L144054|Scleroderma|UMLS|E0518294|E0054654|abbreviation||||||duplicate|retire
|R057686|PI|S055048|pi|postinfection|L132339|postinfection|UMLS|E0519413|E0049224|acronym||||||duplicate|retire
|R057687|PI|S055048|pi|post infection|L131682|postinfection|UMLS|E0519413|E0049224|acronym||||||duplicate|retire
|R057688|PI|S055048|pi|post-infection|L131858|postinfection|UMLS|E0519413|E0049224|acronym||||||duplicate|retire
|R057689|PI|S055048|pi|postinoculation|L132351|postinoculation|UMLS|E0519413|E0519396|acronym||||||duplicate|retire
|R057690|PI|S055048|pi|post inoculation|L131688|postinoculation|UMLS|E0519413|E0519396|acronym||||||duplicate|retire
|R057691|PI|S055048|pi|post-inoculation|L131866|postinoculation|UMLS|E0519413|E0519396|acronym||||||duplicate|retire
|R057692|PI|S055048|pi|postimmunisation|L132335|postimmunisation|UMLS|E0519413|E0421690|acronym||||||duplicate|retire
|R057693|PI|S055048|pi|postimmunization|L132336|postimmunisation|UMLS|E0519413|E0421690|acronym||||||duplicate|retire
|R057694|PI|S055048|pi|post-immunisation|L131854||UMLS|E0519413|E0421690|acronym||||||duplicate|retire
|R057695|PI|S055048|pi|post-immunization|L131855||UMLS|E0519413|E0421690|acronym||||||duplicate|retire
|R057696|PI|S055048|pi|postinsemination|L132355|postinsemination|UMLS|E0519413|E0519403|acronym||||||duplicate|retire
|R057697|PI|S055048|pi|post-insemination|L131869||UMLS|E0519413|E0519403|acronym||||||duplicate|retire
|R058314|anesth|S078859|anesth|anesthetic|L042613|anesthetic|UMLS|E0520346|E0330019|abbreviation||||||duplicate|retire
|R058315|anesth|S078859|anesth|anaesthetic|L042463|anesthetic|UMLS|E0520346|E0330019|abbreviation||||||duplicate|retire
|R058316|anaesth|S078846|anaesth|anesthetic|L042613|anesthetic|UMLS|E0520346|E0330019|abbreviation||||||duplicate|retire
|R058317|anaesth|S078846|anaesth|anaesthetic|L042463|anesthetic|UMLS|E0520346|E0330019|abbreviation||||||duplicate|retire
|R058415|BCT|S008872|bct|breast-conserving therapy|L052079||UMLS|E0520595|E0755735|acronym||||||duplicate|retire
|R058442|SOS|S065320|sos|son of sevenless|L149306||UMLS|E0520655|E0520652|acronym||||||duplicate|retire
|R058443|SOS|S065320|sos|son-of-sevenless|L149311||UMLS|E0520655|E0520652|acronym||||||duplicate|retire
|R059377|MS|S045425|ms|mainstream|L106594|mainstream|UMLS|E0523401|E0416066|acronym||||||duplicate|retire
|R059876|const|S083734|const|constant|L060971|constant|UMLS|E0526144|E0018642|abbreviation||||||duplicate|retire
|R061549|Rb|S061675|rb|rabbit|L137559|rabbit|UMLS|E0532468|E0051700|abbreviation||||||duplicate|retire
|R061552|Rb|S061675|rb|Rhodobacter|L029089|Rhodobacter|UMLS|E0532470|E0206807|abbreviation||||||duplicate|retire
|R061848|ART|S005690|art|artemether|L046418|artemether|UMLS|E0533650|E0303487|abbreviation||||||duplicate|retire
|R061849|ART|S005690|art|artemisinin|L046423|artemisinin|UMLS|E0533650|E0307899|abbreviation||||||duplicate|retire
|R061991|PIT|S055265|pit|pituitary|L129041|pituitary|UMLS|E0534094|E0048092|abbreviation||||||duplicate|retire
|R062247|MCA|S043529|mca|mammary carcinoma|L107054|mammary carcinoma|UMLS|E0535865|E0535862|abbreviation||||||duplicate|retire
|R062442|PTH|S056977|pth|peptidyl-tRNA hydrolase|L125820||UMLS|E0537064|E0705793|acronym||||||duplicate|retire
|R062736|GC|S027273|gc|group specific component|L083714|group specific component|UMLS|E0541025|E0440200|abbreviation||||||duplicate|retire
|R062737|GC|S027273|gc|group-specific component|L083723|group specific component|UMLS|E0541025|E0440200|abbreviation||||||duplicate|retire
|R064337|MAD|S043033|mad|Mothers against dpp|L022446||UMLS|E0549786||acronym||||||duplicate|retire
|R065260|In|S037637|in|intermediate|L096965|intermediate|UMLS|E0555644|E0035109|abbreviation||||||duplicate|retire
|R065294|in-ICU|S089490|in_icu|in-intensive care unit|L093750|intensive care unit|UMLS|E0555729||acronym||||||duplicate|retire
|R065702|IDD|S034859|idd|insulin dependent diabetic|L095240|insulin dependent diabetic|UMLS|E0558622|E0747652|acronym||||||duplicate|retire
|R065703|IDD|S034859|idd|insulin-dependent diabetic|L095331|insulin dependent diabetic|UMLS|E0558622|E0747652|acronym||||||duplicate|retire
|R066856|FIFO|S024860|fifo|first-in-first-out|L077851||UMLS|E0560933|E0560930|acronym||||||duplicate|retire
|R066857|FIFO|S024860|fifo|first in, first out|L077782||UMLS|E0560933|E0560930|acronym||||||duplicate|retire
|R066871|FI|S024836|fi|flow-injection|L078191|flow injection|UMLS|E0561015||acronym||||||duplicate|retire
|R067154|SPL|S065563|spl|Staphage Lysate|L031785|Staphage Lysate|UMLS|E0562797|E0509710|acronym||||||duplicate|retire
|R067155|SPL|S065563|spl|staphage lysate|L150909|Staphage Lysate|UMLS|E0562797|E0509710|acronym||||||duplicate|retire
|R067216|TFM|S069872|tfm|testicular feminisation syndrome|L155506|testicular feminisation syndrome|UMLS|E0563191|E0212696|abbreviation||||||duplicate|retire
|R067217|TFM|S069872|tfm|testicular feminization syndrome|L155513|testicular feminisation syndrome|UMLS|E0563191|E0212696|abbreviation||||||duplicate|retire
|R067218|TFM|S069872|tfm|testicular feminisation|L155504|testicular feminisation|UMLS|E0563191|E0060356|abbreviation||||||duplicate|retire
|R067219|TFM|S069872|tfm|testicular feminization|L155511|testicular feminisation|UMLS|E0563191|E0060356|abbreviation||||||duplicate|retire
|R067805|AT|S006030|at|ataxia telangiectasia|L047010|ataxia telangiectasia|UMLS|E0565683|E0010962|acronym||||||duplicate|retire
|R067806|AT|S006030|at|ataxia-telangiectasia|L047020|ataxia telangiectasia|UMLS|E0565683|E0010962|acronym||||||duplicate|retire
|R067807|AT|S006030|at|atrial tachycardia|L047221|atrial tachycardia|UMLS|E0565683|E0200750|acronym||||||duplicate|retire
|R067808|AT|S006030|at|adenine-thymine|L039303||UMLS|E0565683||acronym||||||duplicate|retire
|R067827|AB|S003282|ab|antibiotic|L044685|antibiotic|UMLS|E0565697|E0009424|acronym||||||duplicate|retire
|R067828|AB|S003282|ab|anti-biotic|L043692||UMLS|E0565697|E0009424|acronym||||||duplicate|retire
|R068028|CORT|S014762|cort|cortisol|L062196|cortisol|UMLS|E0565994|E0019229|abbreviation||||||duplicate|retire
|R068171|BAD|S008466|bad|Bcl-2-associated death protein|L006821||UMLS|E0566180|E0741899|acronym||||||duplicate|retire
|R068279|OSM|S051606|osm|osmolality|L122562|osmolality|UMLS|E0566665|E0044302|abbreviation||||||duplicate|retire
|R068331|SIG|S064540|sig|signet ring cell carcinoma|L146696|signet ring cell carcinoma|UMLS|E0566894|E0055896|abbreviation||||||duplicate|retire
|R068332|SIG|S064540|sig|signet-ring cell carcinoma|L146697|signet ring cell carcinoma|UMLS|E0566894|E0055896|abbreviation||||||duplicate|retire
|R068401|EXT|S023389|ext|extensin|L075363|extensin|UMLS|E0566975|E0403967|abbreviation||||||duplicate|retire
|R068435|SAMP|S063287|samp|senescence-acceleration prone mouse phenotype|L144926||UMLS|E0567008||acronym||||||duplicate|retire
|R068832|ACK|S003567|ack|acetate kinase|L037705|acetate kinase|UMLS|E0567604|E0006805|abbreviation||||||duplicate|retire
|R068833|Ack|S006760|ack|acetate kinase|L037705|acetate kinase|UMLS|E0567604|E0006805|abbreviation||||||duplicate|retire
|R068834|ack|S078125|ack|acetate kinase|L037705|acetate kinase|UMLS|E0567604|E0006805|abbreviation||||||duplicate|retire
|R068885|ATM|S006165|atm|asynchronous transfer mode|L046999|asynchronous transfer mode|UMLS|E0567676|E0567667|acronym||||||duplicate|retire
|R068896|FER|S024604|fer|ferritin|L077009|ferritin|UMLS|E0567695|E0027621|abbreviation||||||duplicate|retire
|R069473|HAK1|S030151|hak1|human hepatocellular carcinoma cell line 1|L090070||UMLS|E0568539||abbreviation||||||duplicate|retire
|R069474|HAK1|S030151|hak1|hamster kidney cell line 1|L085016||UMLS|E0568539||abbreviation||||||duplicate|retire
|R069494|HAK2|S030154|hak2|hamster kidney cell line 2|L085019||UMLS|E0568544||abbreviation||||||duplicate|retire
|R069495|HAK2|S030154|hak2|human hepatocellular carcinoma cell line 2|L090073||UMLS|E0568544||abbreviation||||||duplicate|retire
|R069512|SHA|S064391|sha|saliva coated hydroxyapatite|L143585||UMLS|E0568565|E0741917|acronym||||||duplicate|retire
|R069513|SHA|S064391|sha|saliva-coated hydroxyapatite|L143587||UMLS|E0568565|E0741917|acronym||||||duplicate|retire
|R069533|CALP|S012173|calp|calponin|L053306|calponin|UMLS|E0568586|E0304047|abbreviation||||||duplicate|retire
|R069672|ECAD|S021513|ecad|epithelial cadherin|L073392|epithelial cadherin|UMLS|E0569080|E0569074|abbreviation||||||duplicate|retire
|R069673|ECAD|S021513|ecad|E-cadherin|L012329||UMLS|E0569080|E0569075|abbreviation||||||duplicate|retire
|R069706|TGT|S070282|tgt|tRNA guanine transglycosylase|L154459|tRNA guanine transglycosylase|UMLS|E0569127|E0569120|acronym||||||duplicate|retire
|R069707|TGT|S070282|tgt|tRNA-guanine transglycosylase|L154465|tRNA guanine transglycosylase|UMLS|E0569127|E0569120|acronym||||||duplicate|retire
|R069714|seg|S099980|seg|segment|L144501|segment|UMLS|E0569196|E0055026|abbreviation||||||duplicate|retire
|R069725|SEG|S064030|seg|segment|L144501|segment|UMLS|E0569197|E0055026|abbreviation||||||duplicate|retire
|R069934|OO|S051369|oo|orbicularis oculi|L122082||UMLS|E0569630|E0446277|acronym||||||duplicate|retire
|R070136|AR|S005563|ar|autosomal recessive|L047983|autosomal recessive|UMLS|E0569826||acronym||||||duplicate|retire
|R070479|ENE|S022414|ene|east-northeast|L070507||UMLS|E0570669|E0570667|acronym||||||duplicate|retire
|R070480|ENE|S022414|ene|east-northeast|L070507||UMLS|E0570671|E0570668|acronym||||||duplicate|retire
|R070510|TOC|S071122|toc|tocopherol|L157877|tocopherol|UMLS|E0570814|E0061248|abbreviation||||||duplicate|retire
|R070511|TOC|S071122|toc|alpha tocopherol|L041245|alpha tocopherol|UMLS|E0570814|E0008301|abbreviation||||||duplicate|retire
|R070512|TOC|S071122|toc|alpha-tocopherol|L041532|alpha tocopherol|UMLS|E0570814|E0008301|abbreviation||||||duplicate|retire
|R070513|TOC|S071122|toc|α tocopherol|L169819||UMLS|E0570814|E0008301|abbreviation||||||duplicate|retire
|R070514|TOC|S071122|toc|α-tocopherol|L169960||UMLS|E0570814|E0008301|abbreviation||||||duplicate|retire
|R070633|SEQ|S064128|seq|sequence|L145098|sequence|UMLS|E0570916|E0055314|abbreviation||||||duplicate|retire
|R070677|Phen|S057922|phen|fentolamin|L076951|fentolamin|UMLS|E0570934|E0047227|abbreviation||||||duplicate|retire
|R070678|Phen|S057922|phen|phentolamine|L127439|fentolamin|UMLS|E0570934|E0047227|abbreviation||||||duplicate|retire
|R070679|Phen|S057922|phen|phentermine|L127438|phentermine|UMLS|E0570934|E0047226|abbreviation||||||duplicate|retire
|R070680|Phen|S057922|phen|phenytoin|L127616|phenytoin|UMLS|E0570934|E0047253|abbreviation||||||duplicate|retire
|R070681|Phen|S057922|phen|phenylephrine|L127556|phenylephrine|UMLS|E0570934|E0047233|abbreviation||||||duplicate|retire
|R070682|Phen|S057922|phen|phenanthroline|L127383|phenanthroline|UMLS|E0570934|E0301725|abbreviation||||||duplicate|retire
|R070683|Phen|S057922|phen|1,10-phenanthroline|L000145||UMLS|E0570934||abbreviation||||||duplicate|retire
|R070693|Hyl|S034121|hyl|hyaluronate lyase|L091191|hyaluronate lyase|UMLS|E0570946|E0213812|abbreviation||||||duplicate|retire
|R070694|Hyl|S034121|hyl|hyaluronidase|L091202|hyaluronidase|UMLS|E0570946|E0032307|abbreviation||||||duplicate|retire
|R070762|ADH|S003959|adh|alcohol dehydrogenase|L040711|alcohol dehydrogenase|UMLS|E0571171|E0007969|abbreviation||||||duplicate|retire
|R070764|adh|S078246|adh|alcohol dehydrogenase|L040711|alcohol dehydrogenase|UMLS|E0571171|E0007969|abbreviation||||||duplicate|retire
|R070823|KR|S038838|kr|Kruppel|L019483|Kruppel|UMLS|E0571192|E0571181|abbreviation||||||duplicate|retire
|R070824|KR|S038838|kr|kruppel|L100325|Kruppel|UMLS|E0571192|E0571181|abbreviation||||||duplicate|retire
|R070825|KR|S038838|kr|Krueppel|L019473|Kruppel|UMLS|E0571192|E0571181|abbreviation||||||duplicate|retire
|R070826|KR|S038838|kr|krueppel|L100317|Kruppel|UMLS|E0571192|E0571181|abbreviation||||||duplicate|retire
|R070827|KR|S038838|kr|Krüppel|L019516||UMLS|E0571192|E0571181|abbreviation||||||duplicate|retire
|R070828|KR|S038838|kr|krüppel|L100354||UMLS|E0571192|E0571181|abbreviation||||||duplicate|retire
|R071018|CYN|S015915|cyn|caulerpenyne|L055037|caulerpenyne|UMLS|E0571694|E0542362|abbreviation||||||duplicate|retire
|R071204|ROX|S060820|rox|roxithromycin|L143348|roxithromycin|UMLS|E0572233|E0053892|abbreviation||||||duplicate|retire
|R071521|C. albidus|S011089|c albidus|Cryptococcus albidus|L010681|Cryptococcus albidus|UMLS|E0573594|E0338328|abbreviation||||||duplicate|retire
|R071856|DV|S020159|dv|dorsoventral|L069381|dorsoventral|UMLS|E0574947|E0419683|acronym||||||duplicate|retire
|R071857|DV|S020159|dv|dorso-ventral|L069345||UMLS|E0574947|E0419683|acronym||||||duplicate|retire
|R071860|PY|S057365|py|person year|L127087|person year|UMLS|E0574956|E0571265|acronym||||||duplicate|retire
|R071861|PY|S057365|py|person-year|L127093|person year|UMLS|E0574956|E0571265|acronym||||||duplicate|retire
|R071899|POB1|S056044|pob1|polymerase I binding protein 1|L130795||UMLS|E0575076||acronym||||||duplicate|retire
|R072062|CS|S015292|cs|circumsporozoite|L057917|circumsporozoite|UMLS|E0575522|E0418926|acronym||||||duplicate|retire
|R072141|IDI|S034871|idi|iodothyronine deiodinase|L098844|iodothyronine deiodinase|UMLS|E0575575|E0568960|acronym||||||duplicate|retire
|R072165|DIL|S019079|dil|diltiazem|L067733|diltiazem|UMLS|E0575652|E0022865|abbreviation||||||duplicate|retire
|R072183|PCA|S053764|pca|parachloroamphetamine|L124313|parachloroamphetamine|UMLS|E0575684|E0530441|acronym||||||duplicate|retire
|R072184|PCA|S053764|pca|para chloroamphetamine|L124102|parachloroamphetamine|UMLS|E0575684|E0530441|acronym||||||duplicate|retire
|R072185|PCA|S053764|pca|para-chloroamphetamine|L124154|parachloroamphetamine|UMLS|E0575684|E0530441|acronym||||||duplicate|retire
|R072490|YN|S077160|yn|young normal|L169404||UMLS|E0576686||acronym||||||duplicate|retire
|R072914|HAF|S030121|haf|human angiogenic factor|L089595|human angiogenic factor|UMLS|E0577382|E0577377|acronym||||||duplicate|retire
|R072965|DT|S020045|dt|deuterium-tritium|L066154||UMLS|E0577447||acronym||||||duplicate|retire
|R072966|DT|S020045|dt|diphtheria-tetanus|L068244||UMLS|E0577447||acronym||||||duplicate|retire
|R072991|DT|S020045|dt|diffusion coefficient|L067320|diffusion coefficient|UMLS|E0577448|E0577445|abbreviation||||||duplicate|retire
|R073023|UGH|S073539|ugh|urinary growth hormone|L164892|urinary growth hormone|UMLS|E0577493|E0577487|acronym||||||duplicate|retire
|R073109|TNT|S071105|tnt|troponin T|L161364|troponin T|UMLS|E0577702|E0577701|acronym||||||duplicate|retire
|R073110|TNT|S071105|tnt|troponin-T|L161370|troponin T|UMLS|E0577702|E0577701|acronym||||||duplicate|retire
|R073209|TUN|S071920|tun|tunicamycin|L162619|tunicamycin|UMLS|E0577904|E0062589|abbreviation||||||duplicate|retire
|R073241|FOL|S025174|fol|follicular phase|L078825|follicular phase|UMLS|E0577925|E0577923|abbreviation||||||duplicate|retire
|R073242|FOL|S025174|fol|folate|L078756|folate|UMLS|E0577925|E0028383|abbreviation||||||duplicate|retire
|R073358|SPGR|S065515|spgr|specific gravity|L149564|specific gravity|UMLS|E0578250|E0056955|abbreviation||||||duplicate|retire
|R073389|SAPA|S063310|sapa|sapintoxin A|L143707|sapintoxin A|UMLS|E0578334|E0550729|abbreviation||||||duplicate|retire
|R073390|SAPA|S063310|sapa|sapintoxin-A|L143709|sapintoxin A|UMLS|E0578334|E0550729|abbreviation||||||duplicate|retire
|R073399|AAD|S003129|aad|antibiotic associated diarrhea|L044687||UMLS|E0578348|E0578346|acronym||||||duplicate|retire
|R073400|AAD|S003129|aad|antibiotic associated diarrhoea|L044688||UMLS|E0578348|E0578346|acronym||||||duplicate|retire
