LF1|LF2|Synonym
American Society of Anaesthesiologists grade 3|American Society of Anesthesiology Class 3|Y
secreted amyloid precursor protein-α|soluble amyloid precursor protein-α|Y
nuclear inclusion protein|nuclear inclusion b|N
fluorine 18 fluorodeoxyglucose|fluorine-18 labelled fluoro-deoxy-glucose|Y
tomato spotted wilt virus|tomato spotted wilt Tospovirus|Y
stroke length|stride length|N
General Health Questionnaire 30|General Health Questionnaire|N
incentive spirometer|incentive spirometry|Y
insulinoma 1|insulin 1|N
retrorubral field|retro-rubral field|Y
Charcot-Marie-Tooth syndrome type X|Charcot-Marie-Tooth type X|Y
transient receptor potential vanilloid receptor 1|transient receptor potential vanilloid receptor subtype 1|Y
phosphoethanolamine|phosphatidylethanolamine|N
70 kDa ribosomal protein S6 kinase|70 kDa ribosomal S6 kinase|Y
ubiquitin carboxy-terminal hydrolase L-1|ubiquitin carboxyl-terminal hydrolase-L1|Y
American Society of Anesthesiologists Grade 2|American Society of Anesthesiology class 2|Y
oral poliovirus vaccine|oral poliomyelitis vaccine|Y
systemic scleroderma|systemic sclerodermia|Y
human dermal fibroblast|human diploid fibroblast|N
axilla|axillary|Y
orotidine-5'-monophosphate pyrophosphorylase|orotidine monophosphate pyrophosphorylase|Y
activating transcription factor-2|Activating transcription factor 2|Y
emergency medical doctor|emergency medical dispatcher|N
mitogen activated protein kinase phosphatase-1|mitogen-activated protein kinase phosphatase 1|Y
type 2 diabetic|type 2 diabetes|N
activity-regulated cytoskeleton associated protein|activity-regulated cytoskeletal-associated protein|Y
transmembrane tumor necrosis factor alpha|murine tumor necrosis factor alpha|N
ammonia monooxygenase subunit A|ammonia monooxygenase alpha subunit|Y
formylmethionylleucylphenylalanine|formylmethionine leucyl phenylalanine|Y
American Society of Anaesthesiology grade II|American Society of Anesthesiologists Grade 2|Y
relative medullary thickness|relative medial thickness|N
American Society of Anaesthesiologists physical status V|American Society of Anesthesiologists Grade V|Y
inner medullary|intramedullary|N
Anatomic Therapeutic Chemical Classification|Anatomical Therapeutic Chemical Classification System|Y
extracorporeal circuit|extracorporeal circulation|Y
temporary|temporal|N
corrected QT interval|corrected QT intervals|Y
surface enhanced resonance Raman spectroscopy|surface enhanced resonance Raman scattering|Y
electro-chemiluminescence|electrogenerated chemiluminescence|Y
multi-drug resistant|multiple drug resistant|Y
human adenovirus type 33|human adenovirus serotype 33|Y
metastatic castration resistant prostate cancer|metastatic castrate resistant prostate cancer|Y
Scottish intercollegiate guidelines network|Scottish Intercollegiate Guidelines Network|Y
metabolic rate|metabolic ratio|N
AD Assessment Scale Cognitive Subscale|Alzheimer Disease Assessment Scale Cognitive Subscale|Y
hydroxypropylcyclodextrin|2-hydroxypropyl-beta-cyclodextrin|Y
steroid resistant nephrotic syndrome|steroid responsive nephrotic syndrome|N
phospho-inositide|phosphoinositol|N
glial maturation factor|glia maturation factor|Y
rostro-ventro-lateral medulla|rostro-ventrolateral medulla|Y
intermediate and medial part of the hyperstriatum ventrale|intermediate medial hyperstriatum ventrale|Y
hepatoporto-enterostomy|hepatic porto-enterostomy|Y
body injury|bone injury|N
Exhaled nitric oxide|exhaled nitric oxide|Y
Medical Doctor|Medicinae Doctor|Y
murine tumor necrosis factor|mouse tumor necrosis factor|Y
adipose tissue derived stromal cell|adipose-derived stromal cell|Y
normal standard dose|nominal standard dose|N
Ashkenazi Jew|Ashkenazi Jewish|Y
American Society of Anesthesiology class V|American Society of Anesthesiology physical status 5|Y
do not intubate|do not intubate order|Y
chronic active Epstein-Barr virus infection|chronic active Epstein-Barr virus|Y
NaCl cotransporter|Na-Cl cotransporter|Y
polysomnogram|polysomnography|Y
ligand to metal charge transfer|ligand-to-metal charge-transfer|Y
human adenovirus type 23|human adenovirus serotype 23|Y
prednisolon|prednisone|N
randomly amplified polymorphic DNA primer|random-amplified polymorphic DNA primer|Y
x-ray repair cross-complementation group 1|x-ray repair cross-complementing protein 1|Y
ultra conserved region|upstream conserved region|N
rotavirus-infected|rabies virus-infected|N
late gadolinium enhanced magnetic resonance imaging|late gadolinium enhancement magnetic resonance imaging|Y
receptor-linked protein-tyrosine-phosphatase alpha|receptor-like protein-tyrosine phosphatase-α|Y
green fluorescence protein|green fluorescent protein|Y
receptor protein tyrosine phosphatase ζ|receptor-like protein tyrosine phosphatase zeta|Y
peptide binding assay|protein binding assay|N
Mental Component Score|Mental Component Summary|Y
multidrug resistance related protein 1|multidrug resistance protein 1|Y
regional cerebral blood flow|relative cerebral blood flow|N
total internal reflection fluorescence microscopy|total internal reflection fluorescent microscopy|Y
family practice|family practitioner|N
muscarinic cholinergic receptors|muscarinic acetylcholine receptor|Y
transient receptor potential vanilloid type 1|transient receptor potential vanilloid receptor type 1|Y
computed tomographic colonography|computed tomographic cisternography|N
tert-butyl-catechol|tertiary butylcatechol|Y
insulinlike growth factor receptor 2|insulin-like growth factor receptor type II|Y
sustained ventricular tachycardia|supraventricular tachycardia|N
benign paroxysmal positioning nystagmus|benign paroxysmal positional nystagmus|Y
inhibin A|inhibin α|Y
estrogen receptor-α knockout|oestrogen receptor-α knockout mouse|Y
simultaneous multichannel autoanalyzer|sequential multichannel autoanalyzer|N
lead zirconium titanate|lead zirconate titanate|Y
Ralph H. Johnson Veterans Affairs Medical Center|Ralph H Johnson Veterans' Administration Medical Center|Y
intravenous immune globulin|intravenous immunoglobulin|Y
variable corneal compensation|variable corneal compensator|Y
proteinase activated receptor-1|Protease-activated receptor 1|Y
anodic aluminium oxide|anodic aluminum oxide|Y
central pattern generator|computer pattern generator|N
multiple endocrine neoplasia type 2A syndrome|multiple endocrine neoplasia 2A syndrome|Y
extracellular signal related kinase|extracellular-signal regulated kinase|Y
anti-matrix metalloproteinase 1 antibody|anti-matrix metalloprotease-1 antibody|Y
vancomycin sensitive Enterococcus|vancomycin susceptible Enterococcus|Y
fifth transmembrane domain|transmembrane domain 5|Y
pair distribution function|probability distribution function|N
dichloroethene|dichloroethylene|Y
serum agglutination test|slide agglutination test|Y
cephalic|cephalin|N
laparoscopic-assisted vaginal hysterectomy|laparoscopically-assisted vaginal hysterectomy|Y
electric acupuncture|electroacupuncture|Y
interleukine-11 receptor α|interleukin-11 receptor α subunit|Y
sleep/wakefulness cycle|sleep-wakefulness cycle|Y
plasma renin activity|plasmatic renin activity|Y
non-accidental head injury|nonaccidental head injury|Y
relapsing-remitting experimental autoimmune encephalomyelitis|relapsing-remitting experimental allergic encephalomyelitis|Y
American Society of Anaesthesiologists physical status IV|American Society of Anesthesiologists status IV|Y
hydroxy-proline|hydroxyproline|Y
L-ascorbic acid|levo-ascorbic acid|Y
A disintegrin and metalloprotease-29|a disintegrin and metalloproteinase-29|Y
audio-computer assisted self-interview|audio-computer-assisted self-interviewing|Y
volumetric computed tomography|volume computed tomography|Y
gonadectomise|gonadectomy|Y
phorbol dibutylate|phorbol dibutyrate|Y
left leg|left lung|N
peak expiratory flow rate|peak expiratory flow|Y
human immunodeficiency type 1 virus|human immunodeficiency virus type 1|Y
acute myelo-monoblastic leukaemia|acute myelomonocytic leucemia|Y
Attention Network Task|Attention Network Test|Y
micelle electrokinetic capillary chromatography|micellar electrokinetic capillary chromatography|Y
Equid herpesvirus 3|equine herpesvirus 3|Y
synaptosomal-associated protein-25|synaptosomal associated protein-25 kDa|Y
gradient recalled echo sequence|gradient echo sequence|Y
nuclear acid amplification test|nucleic acid amplification test|Y
visual working memory|verbal working memory|N
human adenovirus serotype 40|human adenovirus 40|Y
cardiac computed tomography angiography|cardiac computed tomographic angiography|Y
borderline lepromatous|borderline lepromatous leprosy|Y
velocity-encoded cine magnetic resonance imaging|velocity encoded cine magnetic resonance|Y
insulin-like growth factor receptor-1|insulinlike growth factor 1 receptor|Y
Vertical banded gastroplasty|vertical banded gastroplasty|Y
gastric inhibitory peptide|gastric inhibitory polypeptide|Y
antiendothelial cell antibody|antiendothelial cell auto-antibody|Y
internal transcribed spacer|intergenic transcribed spacer|Y
rotavirus-specific|rabies virus-specific|N
left lower lobe|left lower leg|N
American Society of Anaesthesiology status 3|American Society of Anaesthesiologists physical status III|Y
laser scanning cytometry|laser scanning cytometer|Y
pro-collagen III peptide|procollagen III peptide|Y
University of Washington Quality of Life Questionnaire|University of Washington Quality-of-Life Scale|Y
polycystic ovarian morphology|polycystic ovary morphology|Y
hamster embryo fibroblast|human embryo fibroblast|N
American Society of Anaesthesiology Class 2|American Society of Anaesthesiologists Class 2|Y
pancreaticoduodenectomy|pancreato-duodenectomy|Y
left ventricular ejection fraction|left ventricle ejection fraction|Y
m-phenylenediamine|metaphenylenediamine|Y
adjunctive therapy|adjuvant therapy|Y
relative dose intensity|received dose intensity|N
growth hormone release inhibiting hormone|growth hormone-release inhibiting hormone|Y
dihydro-testosterone|[3H]dihydrotestosterone|Y
endoscopic retrograde cholangiopancreatography|endoscopic retrograde choledochopancreatography|N
combination anti-retroviral treatment|combination antiretroviral therapy|Y
oral contraceptive|oral contraception|N
American Society of Anesthesiologists Status II|American Society of Anesthesiologists Grade 2|Y
Heidelberg retina tomograph|Heidelberg retinal tomography|Y
human immunodeficiency virus type 1|human immunodeficiency type 1 virus|Y
intraoperative radiation therapy|intra-operative radiotherapy|Y
X-ray computed tomogram|X-ray-computed tomography|Y
American Society of Anesthesiology physical status III|American Society of Anaesthesiologists class III|Y
human adenovirus serotype 30|human adenovirus 30|Y
myeloid differentiation protein 2|myeloid differentiation 2|Y
divalent metal transporter 1|divalent metal ion transporter 1|Y
open reading frame|short open reading frame|N
interleukin-13 receptor alpha 1-subunit|interleukine-13 receptor alpha-1 chain|Y
finite element method|finite element model|Y
simian sarcoma associated virus|simian sarcoma-associated virus|Y
adenosylmethionine|S adenosylmethionine|Y
bioartificial liver support system|biological life support system|N
antibiotic susceptibility testing|antimicrobial susceptibility test|Y
metatarsophalangeal joint|metatarsal phalangeal joint|Y
Fatigue Assessment Questionnaire|Functional Assessment Questionnaire|N
antigalactosyl antibody|anti-galactose antibody|Y
calf vascular resistance|cutaneous vascular resistance|N
colorectal neoplasm|colo-rectal neoplasia|Y
transient receptor potential vanilloid receptor type 1|transient receptor potential vanilloid 1 receptor|Y
phosphate buffered saline solution|phosphate buffer saline|Y
matrix-assisted laser-desorption ionization|matrix assisted laser desorption ionization|Y
seminal fluid|spinal fluid|N
glutamic acid|glutaric acid|N
seroagglutination test|slide agglutination test|Y
50% tissue culture infectious dose|tissue culture infective dose 50%|Y
anaphylatoxin inhibitor|anaphylatoxin inactivator|Y
normal comparison subject|normal control subject|Y
variable antigen type|variant antigen type|Y
tissue transglutaminase|type 2 transglutaminase|N
bladder neck stenosis|bladder neck suspension|N
synaptosome-associated protein 25|synaptosomal associated protein 25|N
portal venous phase|portal venous pressure|N
A disintegrin and metalloproteinase 5|A disintegrin and metalloprotease 5|Y
pedunculo-pontine nucleus|pedunculo-pontine tegmental nucleus|Y
soft gel capsule|soft gelatin capsule|Y
Medical Dictionary for Regulatory Activities|medical dictionary for regulatory activities|Y
computed tomographic guidance|computed tomography guidance|Y
paroxysmal supraventricular tachyarrhythmia|paroxysmal supraventricular tachycardia|Y
metabotropic glutamate receptor 7|metabotropic glutamate 7 receptor|Y
antioxidant activity|antioxidative activity|Y
acyl CoA binding protein|acyl coenzyme A binding protein|Y
geriatric nurse practitioner|gerontologic nurse practitioner|Y
Rho-guanine nucleotide dissociation inhibitor-1|guanine nucleotide dissociation inhibitor 1|Y
rifampicin resistant|rifampicin resistance|Y
enhanced green fluorescence protein gene|enhanced green fluorescent protein gene|Y
glycyrrhizic acid|glycyrrhetic acid|Y
α-glycerophosphate dehydrogenase|alpha glycerophosphate dehydrogenase|Y
myocardial contraction force|myocardial contractile force|Y
monoamine oxidase A|monoamino oxidase A|Y
high mobility group box protein 1|High mobility group box chromosomal protein 1|Y
computed tomographic angiogram|computed tomography angiography|Y
non-ST-segment elevation myocardial infarction|nonST elevation myocardial infarction|Y
laser Doppler perfusion imaging|laser Doppler perfusion imager|N
manual lymph drainage|manual lymphatic drainage|Y
immediate early protein 1|immediate early 1|Y
dideoxycytidine triphosphate|2',3'-dideoxycytidine 5'-triphosphate|Y
upstream activator sequence 1|upstream activating sequence 1|Y
inductively coupled plasma-source mass spectrometry|inductively coupled plasma mass spectrometer|Y
