GroupID|RecordID|SF|SFUI|NormSF|LF|LFUI|NormLF|Source|SFEUI|LFEUI|Type|PrefSF|Score|Count|Frequency|UMLS.CUI
|R056240|NA|S047310|na|North American|L024863|North American|UMLS|E0515761|E0228797|acronym|||||
|R056844|COT|S014777|cot|cotransport|L062254|cotransport|UMLS|E0517211|E0418140|abbreviation|||||
|R056845|COT|S014777|cot|co-transport|L058637||UMLS|E0517211|E0418140|abbreviation|||||
|R057114|SCL|S063713|scl|scleroderma|L144054|Scleroderma|UMLS|E0518294|E0054654|abbreviation|||||
|R057686|PI|S055048|pi|postinfection|L132339|postinfection|UMLS|E0519413|E0049224|acronym|||||
|R057687|PI|S055048|pi|post infection|L131682|postinfection|UMLS|E0519413|E0049224|acronym|||||
|R057688|PI|S055048|pi|post-infection|L131858|postinfection|UMLS|E0519413|E0049224|acronym|||||
|R057689|PI|S055048|pi|postinoculation|L132351|postinoculation|UMLS|E0519413|E0519396|acronym|||||
|R057690|PI|S055048|pi|post inoculation|L131688|postinoculation|UMLS|E0519413|E0519396|acronym|||||
|R057691|PI|S055048|pi|post-inoculation|L131866|postinoculation|UMLS|E0519413|E0519396|acronym|||||
|R057692|PI|S055048|pi|postimmunisation|L132335|postimmunisation|UMLS|E0519413|E0421690|acronym|||||
|R057693|PI|S055048|pi|postimmunization|L132336|postimmunisation|UMLS|E0519413|E0421690|acronym|||||
|R057694|PI|S055048|pi|post-immunisation|L131854||UMLS|E0519413|E0421690|acronym|||||
|R057695|PI|S055048|pi|post-immunization|L131855||UMLS|E0519413|E0421690|acronym|||||
|R057696|PI|S055048|pi|postinsemination|L132355|postinsemination|UMLS|E0519413|E0519403|acronym|||||
|R057697|PI|S055048|pi|post-insemination|L131869||UMLS|E0519413|E0519403|acronym|||||
|R058314|anesth|S078859|anesth|anesthetic|L042613|anesthetic|UMLS|E0520346|E0330019|abbreviation|||||
|R058315|anesth|S078859|anesth|anaesthetic|L042463|anesthetic|UMLS|E0520346|E0330019|abbreviation|||||
|R058316|anaesth|S078846|anaesth|anesthetic|L042613|anesthetic|UMLS|E0520346|E0330019|abbreviation|||||
|R058317|anaesth|S078846|anaesth|anaesthetic|L042463|anesthetic|UMLS|E0520346|E0330019|abbreviation|||||
|R058415|BCT|S008872|bct|breast-conserving therapy|L052079||UMLS|E0520595|E0755735|acronym|||||
|R058442|SOS|S065320|sos|son of sevenless|L149306||UMLS|E0520655|E0520652|acronym|||||
|R058443|SOS|S065320|sos|son-of-sevenless|L149311||UMLS|E0520655|E0520652|acronym|||||
|R059377|MS|S045425|ms|mainstream|L106594|mainstream|UMLS|E0523401|E0416066|acronym|||||
|R059876|const|S083734|const|constant|L060971|constant|UMLS|E0526144|E0018642|abbreviation|||||
|R061549|Rb|S061675|rb|rabbit|L137559|rabbit|UMLS|E0532468|E0051700|abbreviation|||||
|R061552|Rb|S061675|rb|Rhodobacter|L029089|Rhodobacter|UMLS|E0532470|E0206807|abbreviation|||||
|R061848|ART|S005690|art|artemether|L046418|artemether|UMLS|E0533650|E0303487|abbreviation|||||
|R061849|ART|S005690|art|artemisinin|L046423|artemisinin|UMLS|E0533650|E0307899|abbreviation|||||
|R061991|PIT|S055265|pit|pituitary|L129041|pituitary|UMLS|E0534094|E0048092|abbreviation|||||
|R062247|MCA|S043529|mca|mammary carcinoma|L107054|mammary carcinoma|UMLS|E0535865|E0535862|abbreviation|||||
|R062442|PTH|S056977|pth|peptidyl-tRNA hydrolase|L125820||UMLS|E0537064|E0705793|acronym|||||
|R062736|GC|S027273|gc|group specific component|L083714|group specific component|UMLS|E0541025|E0440200|abbreviation|||||
|R062737|GC|S027273|gc|group-specific component|L083723|group specific component|UMLS|E0541025|E0440200|abbreviation|||||
|R064337|MAD|S043033|mad|Mothers against dpp|L022446||UMLS|E0549786||acronym|||||
|R065260|In|S037637|in|intermediate|L096965|intermediate|UMLS|E0555644|E0035109|abbreviation|||||
|R065294|in-ICU|S089490|in_icu|in-intensive care unit|L093750|intensive care unit|UMLS|E0555729||acronym|||||
|R065702|IDD|S034859|idd|insulin dependent diabetic|L095240|insulin dependent diabetic|UMLS|E0558622|E0747652|acronym|||||
|R065703|IDD|S034859|idd|insulin-dependent diabetic|L095331|insulin dependent diabetic|UMLS|E0558622|E0747652|acronym|||||
|R066856|FIFO|S024860|fifo|first-in-first-out|L077851||UMLS|E0560933|E0560930|acronym|||||
|R066857|FIFO|S024860|fifo|first in, first out|L077782||UMLS|E0560933|E0560930|acronym|||||
|R066871|FI|S024836|fi|flow-injection|L078191|flow injection|UMLS|E0561015||acronym|||||
|R067154|SPL|S065563|spl|Staphage Lysate|L031785|Staphage Lysate|UMLS|E0562797|E0509710|acronym|||||
|R067155|SPL|S065563|spl|staphage lysate|L150909|Staphage Lysate|UMLS|E0562797|E0509710|acronym|||||
|R067216|TFM|S069872|tfm|testicular feminisation syndrome|L155506|testicular feminisation syndrome|UMLS|E0563191|E0212696|abbreviation|||||
|R067217|TFM|S069872|tfm|testicular feminization syndrome|L155513|testicular feminisation syndrome|UMLS|E0563191|E0212696|abbreviation|||||
|R067218|TFM|S069872|tfm|testicular feminisation|L155504|testicular feminisation|UMLS|E0563191|E0060356|abbreviation|||||
|R067219|TFM|S069872|tfm|testicular feminization|L155511|testicular feminisation|UMLS|E0563191|E0060356|abbreviation|||||
|R067805|AT|S006030|at|ataxia telangiectasia|L047010|ataxia telangiectasia|UMLS|E0565683|E0010962|acronym|||||
|R067806|AT|S006030|at|ataxia-telangiectasia|L047020|ataxia telangiectasia|UMLS|E0565683|E0010962|acronym|||||
|R067807|AT|S006030|at|atrial tachycardia|L047221|atrial tachycardia|UMLS|E0565683|E0200750|acronym|||||
|R067808|AT|S006030|at|adenine-thymine|L039303||UMLS|E0565683||acronym|||||
|R067827|AB|S003282|ab|antibiotic|L044685|antibiotic|UMLS|E0565697|E0009424|acronym|||||
|R067828|AB|S003282|ab|anti-biotic|L043692||UMLS|E0565697|E0009424|acronym|||||
|R068028|CORT|S014762|cort|cortisol|L062196|cortisol|UMLS|E0565994|E0019229|abbreviation|||||
|R068171|BAD|S008466|bad|Bcl-2-associated death protein|L006821||UMLS|E0566180|E0741899|acronym|||||
|R068279|OSM|S051606|osm|osmolality|L122562|osmolality|UMLS|E0566665|E0044302|abbreviation|||||
|R068331|SIG|S064540|sig|signet ring cell carcinoma|L146696|signet ring cell carcinoma|UMLS|E0566894|E0055896|abbreviation|||||
|R068332|SIG|S064540|sig|signet-ring cell carcinoma|L146697|signet ring cell carcinoma|UMLS|E0566894|E0055896|abbreviation|||||
|R068401|EXT|S023389|ext|extensin|L075363|extensin|UMLS|E0566975|E0403967|abbreviation|||||
|R068435|SAMP|S063287|samp|senescence-acceleration prone mouse phenotype|L144926||UMLS|E0567008||acronym|||||
|R068832|ACK|S003567|ack|acetate kinase|L037705|acetate kinase|UMLS|E0567604|E0006805|abbreviation|||||
|R068833|Ack|S006760|ack|acetate kinase|L037705|acetate kinase|UMLS|E0567604|E0006805|abbreviation|||||
|R068834|ack|S078125|ack|acetate kinase|L037705|acetate kinase|UMLS|E0567604|E0006805|abbreviation|||||
|R068885|ATM|S006165|atm|asynchronous transfer mode|L046999|asynchronous transfer mode|UMLS|E0567676|E0567667|acronym|||||
|R068896|FER|S024604|fer|ferritin|L077009|ferritin|UMLS|E0567695|E0027621|abbreviation|||||
|R069473|HAK1|S030151|hak1|human hepatocellular carcinoma cell line 1|L090070||UMLS|E0568539||abbreviation|||||
|R069474|HAK1|S030151|hak1|hamster kidney cell line 1|L085016||UMLS|E0568539||abbreviation|||||
|R069494|HAK2|S030154|hak2|hamster kidney cell line 2|L085019||UMLS|E0568544||abbreviation|||||
|R069495|HAK2|S030154|hak2|human hepatocellular carcinoma cell line 2|L090073||UMLS|E0568544||abbreviation|||||
|R069512|SHA|S064391|sha|saliva coated hydroxyapatite|L143585||UMLS|E0568565|E0741917|acronym|||||
|R069513|SHA|S064391|sha|saliva-coated hydroxyapatite|L143587||UMLS|E0568565|E0741917|acronym|||||
|R069533|CALP|S012173|calp|calponin|L053306|calponin|UMLS|E0568586|E0304047|abbreviation|||||
|R069672|ECAD|S021513|ecad|epithelial cadherin|L073392|epithelial cadherin|UMLS|E0569080|E0569074|abbreviation|||||
|R069673|ECAD|S021513|ecad|E-cadherin|L012329||UMLS|E0569080|E0569075|abbreviation|||||
|R069706|TGT|S070282|tgt|tRNA guanine transglycosylase|L154459|tRNA guanine transglycosylase|UMLS|E0569127|E0569120|acronym|||||
|R069707|TGT|S070282|tgt|tRNA-guanine transglycosylase|L154465|tRNA guanine transglycosylase|UMLS|E0569127|E0569120|acronym|||||
|R069714|seg|S099980|seg|segment|L144501|segment|UMLS|E0569196|E0055026|abbreviation|||||
|R069725|SEG|S064030|seg|segment|L144501|segment|UMLS|E0569197|E0055026|abbreviation|||||
|R069934|OO|S051369|oo|orbicularis oculi|L122082||UMLS|E0569630|E0446277|acronym|||||
|R070136|AR|S005563|ar|autosomal recessive|L047983|autosomal recessive|UMLS|E0569826||acronym|||||
|R070479|ENE|S022414|ene|east-northeast|L070507||UMLS|E0570669|E0570667|acronym|||||
|R070480|ENE|S022414|ene|east-northeast|L070507||UMLS|E0570671|E0570668|acronym|||||
|R070510|TOC|S071122|toc|tocopherol|L157877|tocopherol|UMLS|E0570814|E0061248|abbreviation|||||
|R070511|TOC|S071122|toc|alpha tocopherol|L041245|alpha tocopherol|UMLS|E0570814|E0008301|abbreviation|||||
|R070512|TOC|S071122|toc|alpha-tocopherol|L041532|alpha tocopherol|UMLS|E0570814|E0008301|abbreviation|||||
|R070513|TOC|S071122|toc|α tocopherol|L169819||UMLS|E0570814|E0008301|abbreviation|||||
|R070514|TOC|S071122|toc|α-tocopherol|L169960||UMLS|E0570814|E0008301|abbreviation|||||
|R070633|SEQ|S064128|seq|sequence|L145098|sequence|UMLS|E0570916|E0055314|abbreviation|||||
|R070677|Phen|S057922|phen|fentolamin|L076951|fentolamin|UMLS|E0570934|E0047227|abbreviation|||||
|R070678|Phen|S057922|phen|phentolamine|L127439|fentolamin|UMLS|E0570934|E0047227|abbreviation|||||
|R070679|Phen|S057922|phen|phentermine|L127438|phentermine|UMLS|E0570934|E0047226|abbreviation|||||
|R070680|Phen|S057922|phen|phenytoin|L127616|phenytoin|UMLS|E0570934|E0047253|abbreviation|||||
|R070681|Phen|S057922|phen|phenylephrine|L127556|phenylephrine|UMLS|E0570934|E0047233|abbreviation|||||
|R070682|Phen|S057922|phen|phenanthroline|L127383|phenanthroline|UMLS|E0570934|E0301725|abbreviation|||||
|R070683|Phen|S057922|phen|1,10-phenanthroline|L000145||UMLS|E0570934||abbreviation|||||
|R070693|Hyl|S034121|hyl|hyaluronate lyase|L091191|hyaluronate lyase|UMLS|E0570946|E0213812|abbreviation|||||
|R070694|Hyl|S034121|hyl|hyaluronidase|L091202|hyaluronidase|UMLS|E0570946|E0032307|abbreviation|||||
|R070762|ADH|S003959|adh|alcohol dehydrogenase|L040711|alcohol dehydrogenase|UMLS|E0571171|E0007969|abbreviation|||||
|R070764|adh|S078246|adh|alcohol dehydrogenase|L040711|alcohol dehydrogenase|UMLS|E0571171|E0007969|abbreviation|||||
|R070823|KR|S038838|kr|Kruppel|L019483|Kruppel|UMLS|E0571192|E0571181|abbreviation|||||
|R070824|KR|S038838|kr|kruppel|L100325|Kruppel|UMLS|E0571192|E0571181|abbreviation|||||
|R070825|KR|S038838|kr|Krueppel|L019473|Kruppel|UMLS|E0571192|E0571181|abbreviation|||||
|R070826|KR|S038838|kr|krueppel|L100317|Kruppel|UMLS|E0571192|E0571181|abbreviation|||||
|R070827|KR|S038838|kr|Krüppel|L019516||UMLS|E0571192|E0571181|abbreviation|||||
|R070828|KR|S038838|kr|krüppel|L100354||UMLS|E0571192|E0571181|abbreviation|||||
|R071018|CYN|S015915|cyn|caulerpenyne|L055037|caulerpenyne|UMLS|E0571694|E0542362|abbreviation|||||
|R071204|ROX|S060820|rox|roxithromycin|L143348|roxithromycin|UMLS|E0572233|E0053892|abbreviation|||||
|R071521|C. albidus|S011089|c albidus|Cryptococcus albidus|L010681|Cryptococcus albidus|UMLS|E0573594|E0338328|abbreviation|||||
|R071856|DV|S020159|dv|dorsoventral|L069381|dorsoventral|UMLS|E0574947|E0419683|acronym|||||
|R071857|DV|S020159|dv|dorso-ventral|L069345||UMLS|E0574947|E0419683|acronym|||||
|R071860|PY|S057365|py|person year|L127087|person year|UMLS|E0574956|E0571265|acronym|||||
|R071861|PY|S057365|py|person-year|L127093|person year|UMLS|E0574956|E0571265|acronym|||||
|R071899|POB1|S056044|pob1|polymerase I binding protein 1|L130795||UMLS|E0575076||acronym|||||
|R072062|CS|S015292|cs|circumsporozoite|L057917|circumsporozoite|UMLS|E0575522|E0418926|acronym|||||
|R072141|IDI|S034871|idi|iodothyronine deiodinase|L098844|iodothyronine deiodinase|UMLS|E0575575|E0568960|acronym|||||
|R072165|DIL|S019079|dil|diltiazem|L067733|diltiazem|UMLS|E0575652|E0022865|abbreviation|||||
|R072183|PCA|S053764|pca|parachloroamphetamine|L124313|parachloroamphetamine|UMLS|E0575684|E0530441|acronym|||||
|R072184|PCA|S053764|pca|para chloroamphetamine|L124102|parachloroamphetamine|UMLS|E0575684|E0530441|acronym|||||
|R072185|PCA|S053764|pca|para-chloroamphetamine|L124154|parachloroamphetamine|UMLS|E0575684|E0530441|acronym|||||
|R072490|YN|S077160|yn|young normal|L169404||UMLS|E0576686||acronym|||||
|R072914|HAF|S030121|haf|human angiogenic factor|L089595|human angiogenic factor|UMLS|E0577382|E0577377|acronym|||||
|R072965|DT|S020045|dt|deuterium-tritium|L066154||UMLS|E0577447||acronym|||||
|R072966|DT|S020045|dt|diphtheria-tetanus|L068244||UMLS|E0577447||acronym|||||
|R072991|DT|S020045|dt|diffusion coefficient|L067320|diffusion coefficient|UMLS|E0577448|E0577445|abbreviation|||||
|R073023|UGH|S073539|ugh|urinary growth hormone|L164892|urinary growth hormone|UMLS|E0577493|E0577487|acronym|||||
|R073109|TNT|S071105|tnt|troponin T|L161364|troponin T|UMLS|E0577702|E0577701|acronym|||||
|R073110|TNT|S071105|tnt|troponin-T|L161370|troponin T|UMLS|E0577702|E0577701|acronym|||||
|R073209|TUN|S071920|tun|tunicamycin|L162619|tunicamycin|UMLS|E0577904|E0062589|abbreviation|||||
|R073241|FOL|S025174|fol|follicular phase|L078825|follicular phase|UMLS|E0577925|E0577923|abbreviation|||||
|R073242|FOL|S025174|fol|folate|L078756|folate|UMLS|E0577925|E0028383|abbreviation|||||
|R073358|SPGR|S065515|spgr|specific gravity|L149564|specific gravity|UMLS|E0578250|E0056955|abbreviation|||||
|R073389|SAPA|S063310|sapa|sapintoxin A|L143707|sapintoxin A|UMLS|E0578334|E0550729|abbreviation|||||
|R073390|SAPA|S063310|sapa|sapintoxin-A|L143709|sapintoxin A|UMLS|E0578334|E0550729|abbreviation|||||
|R073399|AAD|S003129|aad|antibiotic associated diarrhea|L044687||UMLS|E0578348|E0578346|acronym|||||
|R073400|AAD|S003129|aad|antibiotic associated diarrhoea|L044688||UMLS|E0578348|E0578346|acronym|||||
|R073401|AAD|S003129|aad|antibiotic-associated diarrhea|L044697||UMLS|E0578348|E0578346|acronym|||||
|R073402|AAD|S003129|aad|antibiotic-associated diarrhoea|L044698||UMLS|E0578348|E0578346|acronym|||||
|R073405|AAD|S003129|aad|acute aortic dissection|L038659|acute aortic dissection|UMLS|E0578348|E0578341|acronym|||||
|R073407|AAD|S003129|aad|antiarrhythmic drug|L044675|antiarrhythmic drug|UMLS|E0578348|E0578338|acronym|||||
|R073408|AAD|S003129|aad|anti-arrhythmic drug|L043652||UMLS|E0578348|E0578338|acronym|||||
|R073498|ETS|S023241|ets|end-to-side|L072067||UMLS|E0578641|E0578640|acronym|||||
|R073914|PS|S056708|ps|prenatally stressed|L133436||UMLS|E0578988||acronym|||||
|R073980|CAM|S012182|cam|calmodulin|L053271|calmodulin|UMLS|E0579085|E0014796|abbreviation|||||
|R074172|MRP-1|S045388|mrp_1|multidrug resistance related protein 1|L113737|multidrug resistance related protein 1|UMLS|E0579359|E0579356|acronym|||||
|R074173|MRP-1|S045388|mrp_1|multidrug resistance related protein-1|L113739|multidrug resistance related protein 1|UMLS|E0579359|E0579356|acronym|||||
|R074174|MRP-1|S045388|mrp_1|multidrug resistance-related protein 1|L113748|multidrug resistance related protein 1|UMLS|E0579359|E0579356|acronym|||||
|R074175|MRP-1|S045388|mrp_1|multidrug resistance-related protein-1|L113750|multidrug resistance related protein 1|UMLS|E0579359|E0579356|acronym|||||
|R074176|MRP-1|S045388|mrp_1|MDR-related protein 1|L020990||UMLS|E0579359|E0579357|acronym|||||
|R074177|MRP-1|S045388|mrp_1|MDR-related protein-1|L020992||UMLS|E0579359|E0579357|acronym|||||
|R074207|MRP-2|S045389|mrp_2|multidrug resistance associated protein 2|L113721||UMLS|E0579367|E0579363|acronym|||||
|R074208|MRP-2|S045389|mrp_2|multidrug resistance-associated protein 2|L113743||UMLS|E0579367|E0579363|acronym|||||
|R074211|MRP-2|S045389|mrp_2|MDR-related protein 2|L020991||UMLS|E0579367|E0579365|acronym|||||
|R074376|PL|S055473|pl|plasma|L129228|plasma|UMLS|E0579501|E0048192|abbreviation|||||
|R074377|PL|S055473|pl|plasmin|L129468|plasmin|UMLS|E0579501|E0048223|abbreviation|||||
|R074378|PL|S055473|pl|platelet|L129561|platelet|UMLS|E0579501|E0048265|abbreviation|||||
|R074462|Te|S072257|te|targeting efficiency|L154671||UMLS|E0579553|E0716786|acronym|||||
|R074463|Te|S072257|te|electron temperature|L071323|electron temperature|UMLS|E0579553|E0741974|acronym|||||
|R074984|NE|S047985|ne|northeast|L119641|northeast|UMLS|E0579754|E0579752|acronym|||||
|R074985|NE|S047985|ne|north-east|L119639||UMLS|E0579754|E0579752|acronym|||||
|R075260|MT|S045597|mt|mitochondrial|L111766|mitochondrial|UMLS|E0580006|E0040559|abbreviation|||||
|R075261|MT|S045597|mt|mutant|L114631|mutant|UMLS|E0580006|E0041491|abbreviation|||||
|R075262|MT|S045597|mt|mating-type|L107570|mating type|UMLS|E0580006||abbreviation|||||
|R075569|NT|S049517|nt|normotensive|L119608|normotensive|UMLS|E0580216|E0043049|acronym|||||
|R075604|PCL|S053859|pcl|picryl chloride|L128891|picryl chloride|UMLS|E0580264|E0047846|abbreviation|||||
|R075655|CSK|S015403|csk|C-terminal Src kinase|L007890||UMLS|E0580339|E0741992|acronym|||||
|R075786|BCR|S008839|bcr|breakpoint cluster region|L051973|breakpoint cluster region|UMLS|E0580478|E0014004|acronym|||||
|R075787|BCR|S008839|bcr|breakpoint-cluster region|L051976|breakpoint cluster region|UMLS|E0580478|E0014004|acronym|||||
|R075884|BOC|S009553|boc|butyloxycarbonyl|L052635|butyloxycarbonyl|UMLS|E0580526|E0319570|abbreviation|||||
|R075960|DDC|S018559|ddc|dideoxycytidine|L066884|dideoxycytidine|UMLS|E0580583|E0022527|acronym|||||
|R075961|DDC|S018559|ddc|DOPA decarboxylase|L011243|DOPA decarboxylase|UMLS|E0580583|E0580581|acronym|||||
|R075962|DDC|S018559|ddc|Dopa decarboxylase|L012035|DOPA decarboxylase|UMLS|E0580583|E0580581|acronym|||||
|R075963|DDC|S018559|ddc|dopa decarboxylase|L069119|DOPA decarboxylase|UMLS|E0580583|E0580581|acronym|||||
|R075964|DDC|S018559|ddc|DOPA-decarboxylase|L011245|DOPA decarboxylase|UMLS|E0580583|E0580581|acronym|||||
|R075965|DDC|S018559|ddc|Dopa-decarboxylase|L012036|DOPA decarboxylase|UMLS|E0580583|E0580581|acronym|||||
|R075966|DDC|S018559|ddc|dopa-decarboxylase|L069121|DOPA decarboxylase|UMLS|E0580583|E0580581|acronym|||||
|R076088|VWF|S075625|vwf|von Willebrand factor|L167919|von Willebrand factor|UMLS|E0580771|E0064913|acronym|||||
|R076089|VWF|S075625|vwf|von Wille-brand factor|L167913||UMLS|E0580771|E0064913|acronym|||||
|R076090|VWF|S075625|vwf|von Willebrand's factor|L167934|von Willebrand factor|UMLS|E0580771|E0770706|acronym|||||
|R076133|RI|S060327|ri|replicative intermediate|L141096|replicative intermediate|UMLS|E0580785||acronym|||||
|R076225|LC|S039999|lc|levocarnitine|L102842|levocarnitine|UMLS|E0580974|E0355384|acronym|||||
|R076226|LC|S039999|lc|laevocarnitine|L100615|levocarnitine|UMLS|E0580974|E0355384|acronym|||||
|R076227|LC|S039999|lc|levo-carnitine|L102832||UMLS|E0580974|E0355384|acronym|||||
|R076228|LC|S039999|lc|laevo-carnitine|L100606||UMLS|E0580974|E0355384|acronym|||||
|R076233|LC|S039999|lc|L-carnitine|L019667||UMLS|E0580974|E0580973|abbreviation|||||
|R076234|LC|S039999|lc|l-carnitine|L100408||UMLS|E0580974|E0580973|abbreviation|||||
|R076245|TR|S071367|tr|transferrin|L159543|transferrin|UMLS|E0581070|E0061748|abbreviation|||||
|R076246|TR|S071367|tr|training|L158965|train|UMLS|E0581070|E0331927|abbreviation|||||
|R076247|TR|S071367|tr|trachea|L158858|trachea|UMLS|E0581070|E0061593|abbreviation|||||
|R076248|TR|S071367|tr|tremor|L160618|tremor|UMLS|E0581070|E0061995|abbreviation|||||
|R076249|TR|S071367|tr|trypsin|L161438|trypsin|UMLS|E0581070|E0062425|abbreviation|||||
|R076250|TR|S071367|tr|trypsine|L161457|trypsin|UMLS|E0581070|E0062425|abbreviation|||||
|R076269|ADV|S004088|adv|adenovirus|L039585|adenovirus|UMLS|E0581106|E0007330|abbreviation|||||
|R076270|ADV|S004088|adv|adeno-virus|L039330||UMLS|E0581106|E0007330|abbreviation|||||
|R076283|GRK|S028385|grk|Gurken|L016107|Gurken|UMLS|E0581110|E0504349|abbreviation|||||
|R076284|GRK|S028385|grk|gurken|L084268|Gurken|UMLS|E0581110|E0504349|abbreviation|||||
|R076306|LP|S041039|lp|Legionella pneumophila|L020116|Legionella pneumophila|UMLS|E0581129|E0421684|acronym|||||
|R076308|LP|S041039|lp|Lipiodol|L020503|Lipiodol|UMLS|E0581129|E0066162|abbreviation|||||
|R076309|LP|S041039|lp|lipiodol|L103551|Lipiodol|UMLS|E0581129|E0066162|abbreviation|||||
|R076339|PFF|S054603|pff|porcine follicular fluid|L131340|porcine follicular fluid|UMLS|E0581202|E0581188|acronym|||||
|R076468|AL|S004606|al|ad libitum|L039200|ad libitum|UMLS|E0581341|E0007593|acronym|||||
|R076492|CP|S014816|cp|cerebellopontine|L055783|cerebellopontine|UMLS|E0581419|E0066594|acronym|||||
