GroupID|EntryID|SF|SFUI|NormSF|NSFUI|PrefSF|LF|LFUI|NormLF|PrefLF|Source|SFEUI|LFEUI|Type|Score|Count|Frequency|UMLS.CUI
|E051524|ADCA|S003926|adca|N003898||adenocarcinoma|L039334|adenocarcinoma||UMLS|E0503233|E0007287|abbreviation||||
|E051525|ADCA|S003926|adca|N003898||adeno carcinoma|L039312|adenocarcinoma||UMLS|E0503233|E0007287|abbreviation||||
|E051526|ADCA|S003926|adca|N003898||adeno-carcinoma|L039326|adenocarcinoma||UMLS|E0503233|E0007287|abbreviation||||
|E052053|EPSDT|S022624|epsdt|N023332||early and periodic screening diagnosis and treatment|L070341|||UMLS|E0504605||acronym||||
|E052186|VAD|S074683|vad|N073427||vascular dementia|L165670|vascular dementia||UMLS|E0504745|E0064070|abbreviation||||
|E052458|NAR|S047599|nar|N047163||nitrate reductase|L117564|nitrate reductase||UMLS|E0505259|E0201839|abbreviation||||
|E053847|MPG|S045151|mpg|N045197||methyl green pyronine|L110059|methyl green pyronin||UMLS|E0507682|E0507681|acronym||||
|E053849|MPG|S045151|mpg|N045197||methyl-green pyronine|L110206|methyl green pyronin||UMLS|E0507682|E0507681|acronym||||
|E056066|CA|S011995|ca|N013045||Caucasian American|L008907|Caucasian American||UMLS|E0515272|E0750420|acronym||||
|E056067|CA|S011995|ca|N013045||Caucasian-American|L008912|Caucasian American||UMLS|E0515272|E0750420|acronym||||
|E056081|CC|S012564|cc|N013984||convexoconcave|L061507|convexoconcave||UMLS|E0515359|E0444562|acronym||||
|E056082|CC|S012564|cc|N013984||convexo-concave|L061506|||UMLS|E0515359|E0444562|acronym||||
|E056090|DEAE|S018634|deae|N019277||diethylaminoethyl|L067010|diethylaminoethyl||UMLS|E0515365|E0314788|acronym||||
|E056235|NA|S047310|na|N046650||Native American|L024326|Native American||UMLS|E0515761|E0228795|acronym||||
|E056240|NA|S047310|na|N046650||North American|L024863|North American||UMLS|E0515761|E0228797|acronym||||
|E056844|COT|S014777|cot|N016634||cotransport|L062254|cotransport||UMLS|E0517211|E0418140|abbreviation||||
|E056845|COT|S014777|cot|N016634||co-transport|L058637|||UMLS|E0517211|E0418140|abbreviation||||
|E057114|SCL|S063713|scl|N063416||scleroderma|L144054|Scleroderma||UMLS|E0518294|E0054654|abbreviation||||
|E057686|PI|S055048|pi|N054698||postinfection|L132339|postinfection||UMLS|E0519413|E0049224|acronym||||
|E057687|PI|S055048|pi|N054698||post infection|L131682|postinfection||UMLS|E0519413|E0049224|acronym||||
|E057688|PI|S055048|pi|N054698||post-infection|L131858|postinfection||UMLS|E0519413|E0049224|acronym||||
|E057689|PI|S055048|pi|N054698||postinoculation|L132351|postinoculation||UMLS|E0519413|E0519396|acronym||||
|E057690|PI|S055048|pi|N054698||post inoculation|L131688|postinoculation||UMLS|E0519413|E0519396|acronym||||
|E057691|PI|S055048|pi|N054698||post-inoculation|L131866|postinoculation||UMLS|E0519413|E0519396|acronym||||
|E057692|PI|S055048|pi|N054698||postimmunisation|L132335|postimmunisation||UMLS|E0519413|E0421690|acronym||||
|E057693|PI|S055048|pi|N054698||postimmunization|L132336|postimmunisation||UMLS|E0519413|E0421690|acronym||||
|E057694|PI|S055048|pi|N054698||post-immunisation|L131854|||UMLS|E0519413|E0421690|acronym||||
|E057695|PI|S055048|pi|N054698||post-immunization|L131855|||UMLS|E0519413|E0421690|acronym||||
|E057696|PI|S055048|pi|N054698||postinsemination|L132355|postinsemination||UMLS|E0519413|E0519403|acronym||||
|E057697|PI|S055048|pi|N054698||post-insemination|L131869|||UMLS|E0519413|E0519403|acronym||||
|E058314|anesth|S078859|anesth|N005549||anesthetic|L042613|anesthetic||UMLS|E0520346|E0330019|abbreviation||||
|E058315|anesth|S078859|anesth|N005549||anaesthetic|L042463|anesthetic||UMLS|E0520346|E0330019|abbreviation||||
|E058316|anaesth|S078846|anaesth|N005510||anesthetic|L042613|anesthetic||UMLS|E0520346|E0330019|abbreviation||||
|E058317|anaesth|S078846|anaesth|N005510||anaesthetic|L042463|anesthetic||UMLS|E0520346|E0330019|abbreviation||||
|E058415|BCT|S008872|bct|N010001||breast-conserving therapy|L052079|||UMLS|E0520595|E0755735|acronym||||
|E058442|SOS|S065320|sos|N065402||son of sevenless|L149306|||UMLS|E0520655|E0520652|acronym||||
|E058443|SOS|S065320|sos|N065402||son-of-sevenless|L149311|||UMLS|E0520655|E0520652|acronym||||
|E059377|MS|S045425|ms|N045489||mainstream|L106594|mainstream||UMLS|E0523401|E0416066|acronym||||
|E059876|const|S083734|const|N016509||constant|L060971|constant||UMLS|E0526144|E0018642|abbreviation||||
|E061549|Rb|S061675|rb|N059247||rabbit|L137559|rabbit||UMLS|E0532468|E0051700|abbreviation||||
|E061552|Rb|S061675|rb|N059247||Rhodobacter|L029089|Rhodobacter||UMLS|E0532470|E0206807|abbreviation||||
|E061848|ART|S005690|art|N007985||artemether|L046418|artemether||UMLS|E0533650|E0303487|abbreviation||||
|E061849|ART|S005690|art|N007985||artemisinin|L046423|artemisinin||UMLS|E0533650|E0307899|abbreviation||||
|E061991|PIT|S055265|pit|N054937||pituitary|L129041|pituitary||UMLS|E0534094|E0048092|abbreviation||||
|E062247|MCA|S043529|mca|N042924||mammary carcinoma|L107054|mammary carcinoma||UMLS|E0535865|E0535862|abbreviation||||
|E062442|PTH|S056977|pth|N057619||peptidyl-tRNA hydrolase|L125820|||UMLS|E0537064|E0705793|acronym||||
|E062736|GC|S027273|gc|N027562||group specific component|L083714|group specific component||UMLS|E0541025|E0440200|abbreviation||||
|E062737|GC|S027273|gc|N027562||group-specific component|L083723|group specific component||UMLS|E0541025|E0440200|abbreviation||||
|E064337|MAD|S043033|mad|N042341||Mothers against dpp|L022446|||UMLS|E0549786||acronym||||
|E065260|In|S037637|in|N036409||intermediate|L096965|intermediate||UMLS|E0555644|E0035109|abbreviation||||
|E065294|in-ICU|S089490|in_icu|N036430||in-intensive care unit|L093750|intensive care unit||UMLS|E0555729||acronym||||
|E065702|IDD|S034859|idd|N034651||insulin dependent diabetic|L095240|insulin dependent diabetic||UMLS|E0558622|E0747652|acronym||||
|E065703|IDD|S034859|idd|N034651||insulin-dependent diabetic|L095331|insulin dependent diabetic||UMLS|E0558622|E0747652|acronym||||
|E066856|FIFO|S024860|fifo|N025524||first-in-first-out|L077851|||UMLS|E0560933|E0560930|acronym||||
|E066857|FIFO|S024860|fifo|N025524||first in, first out|L077782|||UMLS|E0560933|E0560930|acronym||||
|E066871|FI|S024836|fi|N025485||flow-injection|L078191|flow injection||UMLS|E0561015||acronym||||
|E067154|SPL|S065563|spl|N065704||Staphage Lysate|L031785|Staphage Lysate||UMLS|E0562797|E0509710|acronym||||
|E067155|SPL|S065563|spl|N065704||staphage lysate|L150909|Staphage Lysate||UMLS|E0562797|E0509710|acronym||||
|E067216|TFM|S069872|tfm|N069305||testicular feminisation syndrome|L155506|testicular feminisation syndrome||UMLS|E0563191|E0212696|abbreviation||||
|E067217|TFM|S069872|tfm|N069305||testicular feminization syndrome|L155513|testicular feminisation syndrome||UMLS|E0563191|E0212696|abbreviation||||
|E067218|TFM|S069872|tfm|N069305||testicular feminisation|L155504|testicular feminisation||UMLS|E0563191|E0060356|abbreviation||||
|E067219|TFM|S069872|tfm|N069305||testicular feminization|L155511|testicular feminisation||UMLS|E0563191|E0060356|abbreviation||||
|E067805|AT|S006030|at|N008386||ataxia telangiectasia|L047010|ataxia telangiectasia||UMLS|E0565683|E0010962|acronym||||
|E067806|AT|S006030|at|N008386||ataxia-telangiectasia|L047020|ataxia telangiectasia||UMLS|E0565683|E0010962|acronym||||
|E067807|AT|S006030|at|N008386||atrial tachycardia|L047221|atrial tachycardia||UMLS|E0565683|E0200750|acronym||||
|E067808|AT|S006030|at|N008386||adenine-thymine|L039303|||UMLS|E0565683||acronym||||
|E067827|AB|S003282|ab|N003024||antibiotic|L044685|antibiotic||UMLS|E0565697|E0009424|acronym||||
|E067828|AB|S003282|ab|N003024||anti-biotic|L043692|||UMLS|E0565697|E0009424|acronym||||
|E068028|CORT|S014762|cort|N016600||cortisol|L062196|cortisol||UMLS|E0565994|E0019229|abbreviation||||
|E068171|BAD|S008466|bad|N009554||Bcl-2-associated death protein|L006821|||UMLS|E0566180|E0741899|acronym||||
|E068279|OSM|S051606|osm|N050826||osmolality|L122562|osmolality||UMLS|E0566665|E0044302|abbreviation||||
|E068331|SIG|S064540|sig|N064456||signet ring cell carcinoma|L146696|signet ring cell carcinoma||UMLS|E0566894|E0055896|abbreviation||||
|E068332|SIG|S064540|sig|N064456||signet-ring cell carcinoma|L146697|signet ring cell carcinoma||UMLS|E0566894|E0055896|abbreviation||||
|E068401|EXT|S023389|ext|N024219||extensin|L075363|extensin||UMLS|E0566975|E0403967|abbreviation||||
|E068435|SAMP|S063287|samp|N062903||senescence-acceleration prone mouse phenotype|L144926|||UMLS|E0567008||acronym||||
|E068832|ACK|S003567|ack|N003440||acetate kinase|L037705|acetate kinase||UMLS|E0567604|E0006805|abbreviation||||
|E068833|Ack|S006760|ack|N003440||acetate kinase|L037705|acetate kinase||UMLS|E0567604|E0006805|abbreviation||||
|E068834|ack|S078125|ack|N003440||acetate kinase|L037705|acetate kinase||UMLS|E0567604|E0006805|abbreviation||||
|E068885|ATM|S006165|atm|N008518||asynchronous transfer mode|L046999|asynchronous transfer mode||UMLS|E0567676|E0567667|acronym||||
|E068896|FER|S024604|fer|N025239||ferritin|L077009|ferritin||UMLS|E0567695|E0027621|abbreviation||||
|E069473|HAK1|S030151|hak1|N030191||human hepatocellular carcinoma cell line 1|L090070|||UMLS|E0568539||abbreviation||||
|E069474|HAK1|S030151|hak1|N030191||hamster kidney cell line 1|L085016|||UMLS|E0568539||abbreviation||||
|E069494|HAK2|S030154|hak2|N030194||hamster kidney cell line 2|L085019|||UMLS|E0568544||abbreviation||||
|E069495|HAK2|S030154|hak2|N030194||human hepatocellular carcinoma cell line 2|L090073|||UMLS|E0568544||abbreviation||||
|E069512|SHA|S064391|sha|N064258||saliva coated hydroxyapatite|L143585|||UMLS|E0568565|E0741917|acronym||||
|E069513|SHA|S064391|sha|N064258||saliva-coated hydroxyapatite|L143587|||UMLS|E0568565|E0741917|acronym||||
|E069533|CALP|S012173|calp|N013431||calponin|L053306|calponin||UMLS|E0568586|E0304047|abbreviation||||
|E069672|ECAD|S021513|ecad|N022037||epithelial cadherin|L073392|epithelial cadherin||UMLS|E0569080|E0569074|abbreviation||||
|E069673|ECAD|S021513|ecad|N022037||E-cadherin|L012329|||UMLS|E0569080|E0569075|abbreviation||||
|E069706|TGT|S070282|tgt|N069712||tRNA guanine transglycosylase|L154459|tRNA guanine transglycosylase||UMLS|E0569127|E0569120|acronym||||
|E069707|TGT|S070282|tgt|N069712||tRNA-guanine transglycosylase|L154465|tRNA guanine transglycosylase||UMLS|E0569127|E0569120|acronym||||
|E069714|seg|S099980|seg|N063764||segment|L144501|segment||UMLS|E0569196|E0055026|abbreviation||||
|E069725|SEG|S064030|seg|N063764||segment|L144501|segment||UMLS|E0569197|E0055026|abbreviation||||
|E069934|OO|S051369|oo|N050550||orbicularis oculi|L122082|||UMLS|E0569630|E0446277|acronym||||
|E070136|AR|S005563|ar|N007789||autosomal recessive|L047983|autosomal recessive||UMLS|E0569826||acronym||||
|E070479|ENE|S022414|ene|N023053||east-northeast|L070507|||UMLS|E0570669|E0570667|acronym||||
|E070480|ENE|S022414|ene|N023053||east-northeast|L070507|||UMLS|E0570671|E0570668|acronym||||
|E070510|TOC|S071122|toc|N070632||tocopherol|L157877|tocopherol||UMLS|E0570814|E0061248|abbreviation||||
|E070511|TOC|S071122|toc|N070632||alpha tocopherol|L041245|alpha tocopherol||UMLS|E0570814|E0008301|abbreviation||||
|E070512|TOC|S071122|toc|N070632||alpha-tocopherol|L041532|alpha tocopherol||UMLS|E0570814|E0008301|abbreviation||||
|E070513|TOC|S071122|toc|N070632||α tocopherol|L169819|||UMLS|E0570814|E0008301|abbreviation||||
|E070514|TOC|S071122|toc|N070632||α-tocopherol|L169960|||UMLS|E0570814|E0008301|abbreviation||||
|E070633|SEQ|S064128|seq|N063890||sequence|L145098|sequence||UMLS|E0570916|E0055314|abbreviation||||
|E070677|Phen|S057922|phen|N054455||fentolamin|L076951|fentolamin||UMLS|E0570934|E0047227|abbreviation||||
|E070678|Phen|S057922|phen|N054455||phentolamine|L127439|fentolamin||UMLS|E0570934|E0047227|abbreviation||||
|E070679|Phen|S057922|phen|N054455||phentermine|L127438|phentermine||UMLS|E0570934|E0047226|abbreviation||||
|E070680|Phen|S057922|phen|N054455||phenytoin|L127616|phenytoin||UMLS|E0570934|E0047253|abbreviation||||
|E070681|Phen|S057922|phen|N054455||phenylephrine|L127556|phenylephrine||UMLS|E0570934|E0047233|abbreviation||||
|E070682|Phen|S057922|phen|N054455||phenanthroline|L127383|phenanthroline||UMLS|E0570934|E0301725|abbreviation||||
|E070683|Phen|S057922|phen|N054455||1,10-phenanthroline|L000145|||UMLS|E0570934||abbreviation||||
|E070693|Hyl|S034121|hyl|N033943||hyaluronate lyase|L091191|hyaluronate lyase||UMLS|E0570946|E0213812|abbreviation||||
|E070694|Hyl|S034121|hyl|N033943||hyaluronidase|L091202|hyaluronidase||UMLS|E0570946|E0032307|abbreviation||||
|E070762|ADH|S003959|adh|N003943||alcohol dehydrogenase|L040711|alcohol dehydrogenase||UMLS|E0571171|E0007969|abbreviation||||
|E070764|adh|S078246|adh|N003943||alcohol dehydrogenase|L040711|alcohol dehydrogenase||UMLS|E0571171|E0007969|abbreviation||||
|E070823|KR|S038838|kr|N038476||Kruppel|L019483|Kruppel||UMLS|E0571192|E0571181|abbreviation||||
|E070824|KR|S038838|kr|N038476||kruppel|L100325|Kruppel||UMLS|E0571192|E0571181|abbreviation||||
|E070825|KR|S038838|kr|N038476||Krueppel|L019473|Kruppel||UMLS|E0571192|E0571181|abbreviation||||
|E070826|KR|S038838|kr|N038476||krueppel|L100317|Kruppel||UMLS|E0571192|E0571181|abbreviation||||
|E070827|KR|S038838|kr|N038476||Krüppel|L019516|||UMLS|E0571192|E0571181|abbreviation||||
|E070828|KR|S038838|kr|N038476||krüppel|L100354|||UMLS|E0571192|E0571181|abbreviation||||
|E071018|CYN|S015915|cyn|N018064||caulerpenyne|L055037|caulerpenyne||UMLS|E0571694|E0542362|abbreviation||||
|E071204|ROX|S060820|rox|N061043||roxithromycin|L143348|roxithromycin||UMLS|E0572233|E0053892|abbreviation||||
|E071521|C. albidus|S011089|c albidus|N011901||Cryptococcus albidus|L010681|Cryptococcus albidus||UMLS|E0573594|E0338328|abbreviation||||
|E071856|DV|S020159|dv|N021126||dorsoventral|L069381|dorsoventral||UMLS|E0574947|E0419683|acronym||||
|E071857|DV|S020159|dv|N021126||dorso-ventral|L069345|||UMLS|E0574947|E0419683|acronym||||
|E071860|PY|S057365|py|N058014||person year|L127087|person year||UMLS|E0574956|E0571265|acronym||||
|E071861|PY|S057365|py|N058014||person-year|L127093|person year||UMLS|E0574956|E0571265|acronym||||
|E071899|POB1|S056044|pob1|N055779||polymerase I binding protein 1|L130795|||UMLS|E0575076||acronym||||
|E072062|CS|S015292|cs|N017268||circumsporozoite|L057917|circumsporozoite||UMLS|E0575522|E0418926|acronym||||
|E072141|IDI|S034871|idi|N034664||iodothyronine deiodinase|L098844|iodothyronine deiodinase||UMLS|E0575575|E0568960|acronym||||
|E072165|DIL|S019079|dil|N019894||diltiazem|L067733|diltiazem||UMLS|E0575652|E0022865|abbreviation||||
|E072183|PCA|S053764|pca|N053120||parachloroamphetamine|L124313|parachloroamphetamine||UMLS|E0575684|E0530441|acronym||||
|E072184|PCA|S053764|pca|N053120||para chloroamphetamine|L124102|parachloroamphetamine||UMLS|E0575684|E0530441|acronym||||
|E072185|PCA|S053764|pca|N053120||para-chloroamphetamine|L124154|parachloroamphetamine||UMLS|E0575684|E0530441|acronym||||
|E072490|YN|S077160|yn|N075699||young normal|L169404|||UMLS|E0576686||acronym||||
|E072914|HAF|S030121|haf|N030166||human angiogenic factor|L089595|human angiogenic factor||UMLS|E0577382|E0577377|acronym||||
|E072965|DT|S020045|dt|N020986||deuterium-tritium|L066154|||UMLS|E0577447||acronym||||
|E072966|DT|S020045|dt|N020986||diphtheria-tetanus|L068244|||UMLS|E0577447||acronym||||
|E072991|DT|S020045|dt|N020986||diffusion coefficient|L067320|diffusion coefficient||UMLS|E0577448|E0577445|abbreviation||||
|E073023|UGH|S073539|ugh|N072440||urinary growth hormone|L164892|urinary growth hormone||UMLS|E0577493|E0577487|acronym||||
|E073109|TNT|S071105|tnt|N070615||troponin T|L161364|troponin T||UMLS|E0577702|E0577701|acronym||||
|E073110|TNT|S071105|tnt|N070615||troponin-T|L161370|troponin T||UMLS|E0577702|E0577701|acronym||||
|E073209|TUN|S071920|tun|N071694||tunicamycin|L162619|tunicamycin||UMLS|E0577904|E0062589|abbreviation||||
|E073241|FOL|S025174|fol|N025912||follicular phase|L078825|follicular phase||UMLS|E0577925|E0577923|abbreviation||||
|E073242|FOL|S025174|fol|N025912||folate|L078756|folate||UMLS|E0577925|E0028383|abbreviation||||
|E073358|SPGR|S065515|spgr|N065640||specific gravity|L149564|specific gravity||UMLS|E0578250|E0056955|abbreviation||||
|E073389|SAPA|S063310|sapa|N062935||sapintoxin A|L143707|sapintoxin A||UMLS|E0578334|E0550729|abbreviation||||
|E073390|SAPA|S063310|sapa|N062935||sapintoxin-A|L143709|sapintoxin A||UMLS|E0578334|E0550729|abbreviation||||
|E073399|AAD|S003129|aad|N002868||antibiotic associated diarrhea|L044687|||UMLS|E0578348|E0578346|acronym||||
|E073400|AAD|S003129|aad|N002868||antibiotic associated diarrhoea|L044688|||UMLS|E0578348|E0578346|acronym||||
|E073401|AAD|S003129|aad|N002868||antibiotic-associated diarrhea|L044697|||UMLS|E0578348|E0578346|acronym||||
|E073402|AAD|S003129|aad|N002868||antibiotic-associated diarrhoea|L044698|||UMLS|E0578348|E0578346|acronym||||
|E073405|AAD|S003129|aad|N002868||acute aortic dissection|L038659|acute aortic dissection||UMLS|E0578348|E0578341|acronym||||
|E073407|AAD|S003129|aad|N002868||antiarrhythmic drug|L044675|antiarrhythmic drug||UMLS|E0578348|E0578338|acronym||||
|E073408|AAD|S003129|aad|N002868||anti-arrhythmic drug|L043652|||UMLS|E0578348|E0578338|acronym||||
|E073498|ETS|S023241|ets|N024032||end-to-side|L072067|||UMLS|E0578641|E0578640|acronym||||
|E073914|PS|S056708|ps|N057209||prenatally stressed|L133436|||UMLS|E0578988||acronym||||
|E073980|CAM|S012182|cam|N013446||calmodulin|L053271|calmodulin||UMLS|E0579085|E0014796|abbreviation||||
|E074172|MRP-1|S045388|mrp_1|N045463||multidrug resistance related protein 1|L113737|multidrug resistance related protein 1||UMLS|E0579359|E0579356|acronym||||
|E074173|MRP-1|S045388|mrp_1|N045463||multidrug resistance related protein-1|L113739|multidrug resistance related protein 1||UMLS|E0579359|E0579356|acronym||||
|E074174|MRP-1|S045388|mrp_1|N045463||multidrug resistance-related protein 1|L113748|multidrug resistance related protein 1||UMLS|E0579359|E0579356|acronym||||
|E074175|MRP-1|S045388|mrp_1|N045463||multidrug resistance-related protein-1|L113750|multidrug resistance related protein 1||UMLS|E0579359|E0579356|acronym||||
|E074176|MRP-1|S045388|mrp_1|N045463||MDR-related protein 1|L020990|||UMLS|E0579359|E0579357|acronym||||
|E074177|MRP-1|S045388|mrp_1|N045463||MDR-related protein-1|L020992|||UMLS|E0579359|E0579357|acronym||||
|E074207|MRP-2|S045389|mrp_2|N045464||multidrug resistance associated protein 2|L113721|||UMLS|E0579367|E0579363|acronym||||
|E074208|MRP-2|S045389|mrp_2|N045464||multidrug resistance-associated protein 2|L113743|||UMLS|E0579367|E0579363|acronym||||
|E074211|MRP-2|S045389|mrp_2|N045464||MDR-related protein 2|L020991|||UMLS|E0579367|E0579365|acronym||||
|E074376|PL|S055473|pl|N055146||plasma|L129228|plasma||UMLS|E0579501|E0048192|abbreviation||||
|E074377|PL|S055473|pl|N055146||plasmin|L129468|plasmin||UMLS|E0579501|E0048223|abbreviation||||
|E074378|PL|S055473|pl|N055146||platelet|L129561|platelet||UMLS|E0579501|E0048265|abbreviation||||
|E074462|Te|S072257|te|N069046||targeting efficiency|L154671|||UMLS|E0579553|E0716786|acronym||||
|E074463|Te|S072257|te|N069046||electron temperature|L071323|electron temperature||UMLS|E0579553|E0741974|acronym||||
|E074984|NE|S047985|ne|N047579||northeast|L119641|northeast||UMLS|E0579754|E0579752|acronym||||
|E074985|NE|S047985|ne|N047579||north-east|L119639|||UMLS|E0579754|E0579752|acronym||||
|E075260|MT|S045597|mt|N045661||mitochondrial|L111766|mitochondrial||UMLS|E0580006|E0040559|abbreviation||||
|E075261|MT|S045597|mt|N045661||mutant|L114631|mutant||UMLS|E0580006|E0041491|abbreviation||||
|E075262|MT|S045597|mt|N045661||mating-type|L107570|mating type||UMLS|E0580006||abbreviation||||
|E075569|NT|S049517|nt|N049386||normotensive|L119608|normotensive||UMLS|E0580216|E0043049|acronym||||
