LF1|LF2|Synonym
T cell receptor-γδ-positive|T-cell receptor γ δ-positive|
peroxisome proliferator-activated receptor gamma1|peroxisome proliferator-activated receptor γ 1|
γ-amino-butyric acid type B receptor|γ-amino butyric acid B receptor|
polybenzimidazole|poly(benzimidazole)|
oestrogen receptor β knock out|oestrogen receptor-β knockout|
anti-β 2 glycoprotein 1 antibody|anti-beta 2-glycoprotein-I antibody|
receptor protein tyrosine phosphatase beta|receptor protein-tyrosine phosphatase β|
Symptom Checklist-90 Revised|symptom checklist 90 revised|
cross-polarization magic-angle-spinning nuclear magnetic resonance spectroscopy|crosspolarisation/magic-angle spinning nuclear magnetic resonance spectroscopy|
ERβ knock-out mouse|ER β knock-out mouse|
anti-β 2 glycoprotein-I antibody|anti-beta-2-glycoprotein 1 antibody|
luteinizing hormone-releasing hormone analog|luteinizing hormone-releasing hormone analogue|
ER-α knock-out mouse|ER α knock out mouse|
IL-7R α-chain|IL-7R α chain|
anti-β(2)-glycoprotein 1 antibody|anti-β-2 glycoprotein-I antibody|
β-2 glycoprotein 1|β(2) glycoprotein-I|
x-ray repair cross complementing 1|x-ray cross-complementing 1|
matrix assisted laser desorption/ionization time of flight mass spectrometric|matrix assisted laser desorption ionisation time-of-flight mass spectrometry|
Rho guanine nucleotide dissociation inhibitor α|Rho guanine nucleotide dissociation inhibitor-α|
peroxisome proliferator-activated receptor-gamma co-activator 1alpha|peroxisome-proliferator-activated receptor γ coactivator-1α|
type 2 corticotrophin releasing hormone receptor|corticotrophin-releasing hormone receptor type-2|
oestrogen receptor-α knockout|oestrogen receptor α knock-out|
phospholipase Cδ(1)|phospholipase-C δ 1|
cross-polarization magic-angle-spinning nuclear magnetic resonance|cross-polarisation magic-angle spinning nuclear magnetic resonance|
mast-cell-degranulating|mast cell-degranulating|
interleukin-2 receptor α-chain|interleukine 2 receptor α-chain|
hydroxy-apatite|hydroxylapatite|
insulin-like growth factor-II mRNA binding protein|insulin-like growth factor-II messenger RNA binding protein|
anti-beta(2)-glycoprotein 1 antibody|anti-beta(2)-glycoprotein-I antibody|
anti-beta (2)-glycoprotein-I antibody|anti-beta 2-glycoprotein-I antibody|
soluble interleukin-2 receptorα|soluble interleukin 2 receptor alpha|
insulin-like growth factor-II messenger RNA binding protein 2|insulin-like growth factor-II messenger RNA binding protein-2|
American Society of Anaesthesiology physical status IV|American Society of Anaesthesiologists physical status IV|
interleukine-13 receptor alpha1-chain|interleukin-13 receptor α-1 chain|
American Society of Anaesthesiologists Class 5|American Society of Anaesthesiologists Grade V|
β-amyloid precursor protein-cleaving enzyme-1|β-amyloid precursor protein-cleaving enzyme 1|
interleukine-13 receptor α2 chain|interleukine-13 receptor-α 2 subunit|
interleukine-13 receptor α2 subunit|interleukin-13 receptor-α2 subunit|
Toll/interleukin1 receptor domain-containing adapter-inducing interferon-β|toll/interleukin1 receptor domain-containing adapter-inducing interferon-beta|
American Society of Anaesthesiology Class I|American Society of Anesthesiology grade 1|
cross-polarization/magic-angle spinning nuclear magnetic resonance|cross-polarization/magic angle spinning nuclear magnetic resonance|
interleukine-18 receptor alpha|interleukin-18 receptor alpha chain|
fluorine 18-labeled fluoro-deoxy-glucose|fluorine 18-labeled fluorodeoxyglucose|
anti-T cell receptor-alpha beta monoclonal antibody|anti-T cell receptor-α/β monoclonal antibody|
cross-polarization magic angle spinning nuclear magnetic resonance|cross-polarisation/magic-angle spinning nuclear magnetic resonance|
oestrogen receptor-β knockout|estrogen receptor β knockout|
interleukine 7 receptor α|interleukin 7 receptor α chain|
β APP cleaving enzyme-2|beta APP-cleaving enzyme-2|
benzo[a]pyrene diol epoxide-DNA adduct level|benzo[a]pyrene diolepoxide DNA adduct level|
human neuroblastoma cells|human neuroblastoma cell line|
estrogen receptor α knockout|oestrogen receptor α knock out|
anti-beta2-glycoprotein-1 antibody|anti-β 2-glycoprotein I antibody|
human osteoblastlike|human osteoblastic cells|
T-cell-receptor γ δ-positive|T-cell-receptor γδ-positive|
a disintegrin and metalloprotease 23|A disintegrin and metalloprotease 23|
T cell receptor-β|T cell receptor beta|
anti-β 2 glycoprotein 1 antibody|anti-beta-2 glycoprotein-I antibody|
receptor-like protein-tyrosine phosphatase-delta|receptor-like protein tyrosine phosphatase-δ|
American Society of Anesthesiologists Class II|American Society of Anaesthesiology status II|
American Society of Anesthesiologists Grade II|American Society of Anaesthesiologists Class 2|
transforming growth factor β type II receptor|type II transforming growth factor β receptor|
platelet-derived-growth-factor beta-receptor|platelet-derived-growth-factor β-receptor|
anti-beta(2)-glycoprotein 1 antibody|anti-β2 glycoprotein 1 antibody|
beta-2-adrenoceptor|β-2-adrenoceptor|
receptor protein tyrosine phosphatase-δ|receptor-like protein tyrosine phosphatase-delta|
β2-glycoprotein I|β2 glycoprotein I|
kruppel-like factor-2|krüppel-like factor 2|
amyloid beta 1-40|amyloid-beta1-40|
corticotropin releasing hormone receptor|corticotropin-releasing-hormone receptor|
hydroxy-propyl-beta-cyclodextrin|hydroxypropyl beta-cyclodextrin|
anti-β-2-glycoprotein I antibody|anti-beta-2-glycoprotein-1 antibody|
American Society of Anaesthesiologists class II|American Society of Anaesthesiology Class 2|
technetium-99m methoxyisobutylisonitrile|technetium-99m methoxy isobutyl isonitrile|
interleukin-13 receptor α 2 chain|interleukine 13 receptor α 2-chain|
interleukin-4 receptor α chain|interleukin-4 receptor-alpha chain|
anti-β2-glycoprotein 1 antibody|anti-beta2-glycoprotein 1 antibody|
boron-doped diamond electrode|boron doped diamond electrode|
interleukin-13 receptor α 1-subunit|interleukine-13 receptor alpha 1-subunit|
recombinant interleukin-1α|recombinant interleukine-1α|
insulin-like growth factor-1 receptor|insulin-like growth factor receptor type 1|
interleukine-5 receptor α|interleukin 5 receptor-α|
interleukin 3 receptor α-chain|interleukin 3 receptor α chain|
transforming growth factor beta receptor type II|transforming growth factor-beta receptor type II|
recombinant human transforming growth factor-β 2|recombinant human transforming growth factor-beta2|
toll/interleukin1 receptor domain-containing adapter-inducing interferon beta|toll/interleukin 1 receptor domain-containing adapter-inducing interferon-beta|
ankle brachial pressure index|arterial pressure index|
anti-β(2) glycoprotein I antibody|anti-β-2 glycoprotein I antibody|
estrogen receptor β knockout|oestrogen receptor-β knock-out|
toll/interleukin1 receptor domain-containing adapter-inducing interferon beta|toll/interleukin 1 receptor domain-containing adapter-inducing interferon-β|
T-cell-receptor gammadelta-positive|T-cell receptor gamma delta-positive|
pseudo-exfoliation syndrome|pseudoexfoliation syndrome|
IL-2 receptor-alpha|IL-2 receptor alpha-chain|
T cell receptor γ δ-positive|T-cell-receptor-γ δ-positive|
enzyme-linked immuno sorbent assay|enzyme-linked immunoadsorbent assay|
gas chromatography-mass spectroscopy|gas chromatography/mass spectroscopy|
heat-shock protein 90β|heat shock protein 90 β|
beta-hydroxy-butyrate|βhydroxybutyrate|
peroxisome-proliferator-activated receptor-γ co-activator-1 α|peroxisome proliferator-activated receptor γ coactivator 1α|
ω 3 fatty acid|ω3 fatty acid|
oestrogen receptor-β knockout mouse|estrogen receptor β knock-out mouse|
interferon stimulated gene factor-3alpha|interferon-stimulated gene factor 3 alpha|
anti-β-2 glycoprotein-1 antibody|anti-beta(2)-glycoprotein-I antibody|
receptor-like protein tyrosine phosphatase zeta|receptor-like protein-tyrosine phosphatase ζ|
flucytosine|5-fluorocytosine|
oestrogen receptor β knock out|estrogen receptor β knockout|
anti-human T cell lymphotropic virus type I antibody|anti-human T-cell lymphotrophic virus type 1 antibody|
oestrogen receptor-β knock-out mouse|oestrogen receptor-β knock out mouse|
Ras guanosine triphosphatase-activating protein|ras guanosine triphosphatase activating protein|
neodymium: yttrium-aluminum garnet laser|neodymium: yttrium-aluminum-garnet laser|
insulin-like growth factor II messenger RNA binding protein 2|insulin-like growth factor-II mRNA binding protein 2|
matrix-assisted laser desorption/ionisation|matrix-assisted laser-desorption ionisation|
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|toll/interleukin 1 receptor domain-containing adapter-inducing interferon beta|
retinoic-acid-receptor-related orphan receptor alpha|retinoic-acid-receptor-related orphan receptor-alpha|
peroxisome proliferator-activated receptor-gamma coactivator 1 alpha|peroxisome-proliferator-activated receptor-gamma co-activator-1 alpha|
anti-IL15 antibody|anti-IL-15 antibody|
peroxisome-proliferator-activated receptor gamma coactivator-1 alpha|peroxisome-proliferator-activated receptor-gamma co-activator-1 alpha|
matrix assisted laser desorption/ionization time-of-flight mass spectrometry|matrix assisted laser desorption/ionisation time-of-flight mass spectrometric|
interferon gamma-1b|interferon γ-1b|
transforming growth factor beta receptor type 1|transforming growth factor beta receptor 1|
8-anilino-1-naphthalenesulfonate|1-anilinonaphthalene-8-sulphonate|
American Society of Anaesthesiologists status 3|American Society of Anaesthesiologists Class 3|
dural arterio-venous fistula|distal arteriovenous fistula|
T-cell receptor-γ δ-positive|T cell receptor-γ δ-positive|
cross polarization/magic-angle spinning nuclear magnetic resonance|cross polarisation magic angle spinning nuclear magnetic resonance|
α-aminobutyric acid|alpha-amino-butyric acid|
hemifacial spasm|hæmifacial spasm|
P21 activated kinase 1|p21-activated kinase-1|
β-amyloid precursor protein-cleaving enzyme-1|β amyloid precursor protein-cleaving enzyme-1|
peroxisome proliferator-activated receptor-γ co-activator-1α|peroxisome proliferator-activated receptor gamma co-activator 1alpha|
recombinant interleukin 1beta|recombinant interleukine 1β|
anti-β-2-glycoprotein I antibody|anti-beta2-glycoprotein-I antibody|
matrix assisted laser desorption/ionization mass spectrometry|matrix assisted laser desorption ionization mass spectrometry|
human immunodeficiency virus type|human immunodeficiency virus 1|
antiIL-10 receptor antibody|anti-IL-10 receptor antibody|
interleukin 4 receptor alpha subunit|interleukin-4 receptor-α subunit|
interleukin-13 receptor α-1 chain|interleukin-13 receptor alpha1 chain|
anti-interleukin-17 antibody|anti-interleukin 17 antibody|
T cell receptor gammadelta-positive|T-cell receptor gammadelta-positive|
Toll-interleukin-1 receptor domain-containing adapter-inducing interferon-beta|toll-interleukin 1 receptor domain-containing adapter-inducing interferon β|
B-cell leukaemia/lymphoma 2|B cell leukemia/lymphoma 2|
cross polarisation magic-angle-spinning nuclear magnetic resonance|cross-polarization magic angle spinning nuclear magnetic resonance|
voltage-gated sodium channel α subunit|voltage-gated sodium channel α-subunit|
peptidyl-glycine α-amidating mono-oxygenase|peptidyl-glycine-alpha-amidating mono-oxygenase|
beta-amyloid precursor protein-cleaving enzyme 1|β amyloid precursor protein cleaving enzyme 1|
3-β-hydroxysteroid dehydrogenase deficiency|3beta-hydroxy steroid-dehydrogenase deficiency|
action potential duration at 50%|action potential duration|
Toll/interleukin1 receptor domain-containing adapter-inducing interferon beta|toll-interleukin-1 receptor domain-containing adapter-inducing interferon beta|
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|toll/interleukin 1 receptor domain-containing adapter-inducing interferon beta|
GTP-binding protein βγ-subunit|GTP-binding protein βgamma-subunit|
Spanish Society of Pulmonology and Thoracic Surgery|Spanish Society of Pneumology and Chest Surgery|
anti-T-cell receptor-α/β monoclonal antibody|anti-T-cell receptor-alpha/beta monoclonal antibody|
x-ray photoelectron spectroscopic|X ray photo-electron spectroscopy|
American Society of Anaesthesiologists Grade IV|American Society of Anesthesiology class IV|
alpha-amylase-1|alpha-amylase 1|
ear nose throat|ear, nose and throat|
human T-cell leukaemia virus type I-infected|human T cell leukaemia virus type-1-infected|
inhibitor κBα|inhibitor-κBα|
enzyme-linked immunoassay|enzyme-linked immunoabsorbent assay|
N(G)-methyl-l-arginine|N(G)-monomethyl L-arginine|
G protein alphai subunit|G protein α(i) subunit|
anti-T cell receptor-alpha/beta monoclonal antibody|anti-T cell receptor-alpha beta monoclonal antibody|
Thyroid Stimulating Immunoglobulin|thyroid-stimulating immunoglobulin|
β-2-glycoprotein-I|β(2) glycoprotein I|
anti-beta 2 glycoprotein I antibody|anti-β2 glycoprotein 1 antibody|
crosspolarisation magic angle spinning nuclear magnetic resonance spectroscopy|cross-polarization magic-angle spinning nuclear magnetic resonance spectroscopy|
T-cell receptor-gamma delta-positive|T cell receptor gamma delta-positive|
receptor-like protein-tyrosine phosphatase psi|receptor-like protein tyrosine phosphatase-ψ|
pituitary tumour-derived fibroblast growth factor receptor-4|pituitary tumour-derived fibroblast growth factor receptor 4|
receptor protein-tyrosine phosphatase κ|receptor-like protein tyrosine phosphatase-κ|
phospholipase Cδ(1)|phospholipase C δ(1)|
cross-polarisation magic angle spinning nuclear magnetic resonance spectroscopy|cross polarization/magic-angle-spinning nuclear magnetic resonance spectroscopy|
Toll/interleukin-1 receptor domain-containing adapter-inducing interferon β|Toll/interleukin 1 receptor domain-containing adapter-inducing interferon-β|
GTP binding protein γ-subunit|GTP binding protein gamma subunit|
American Society of Anesthesiologists physical status 3|American Society of Anaesthesiologists physical status III|
