LF1|LF2|Synonym
glycosyl-phosphatidyl-inositol-anchored protein|glycosyl-phosphatidylinositol anchored protein|
transforming growth factor-beta receptor type II|transforming growth factor β receptor II|
human adenovirus serotype 7|human adenovirus serotype 16|
interleukin-7 receptor α|interleukine-7 receptor α-chain|
American Society of Anaesthesiologists class I|American Society of Anesthesiology Class 4|
American Society of Anesthesiology status I|American Society of Anaesthesiology Grade II|
nucleoside phosphorylase|nucleoside diphosphatase|
eye, ear, nose and throat|ear nose and throat|
TATA-binding protein-associated factor 15|TATA-binding protein-associated factor-6|
audio-computer-assisted self-interview|audio-computer assisted self-interviewing|
mitogen-activated protein kinase organiser 1|mitogen-activated protein kinase kinase 7|
pyruvate dehydrogenase E1alpha|pyruvate dehydrogenase-E1α|
lectin-like oxidised low-density lipoprotein receptor-1|lectin-like oxidised low density lipoprotein receptor 1|
human adenovirus 7|human adenovirus type 45|
clover yellow mosaic virus|wheat yellow mosaic virus|
peroxisome proliferator-activated receptor gamma coactivator-1 alpha|peroxisome proliferator-activated receptor-γ coactivator-1|
interleukine-11 receptor α chain|interleukin-15 receptor alpha|
interleukine-15 receptor α subunit|interleukin 5 receptor α subunit|
human artificial chromosome|human artificial episomal chromosome|
phosphatidylinositol-4,5-bisphosphate|phosphatidylinositol-bis-phosphate|
3'-O-(4-benzoyl)benzoyladenosine 5'-triphosphate|3'-O-(4-benzoyl)benzoyladenosine diphosphate|
three color fluorescence in-situ hybridization|three-colour fluorescence in situ hybridisation|
insulin-like-growth-factor receptor|insulin-like growth factor 2 receptor|
glycosylphosphatidyl-inositol anchored protein|glycosyl-phosphatidyl inositol anchored|
peroxisome proliferator-activated receptor gamma|peroxisome proliferator-activated receptor-gamma coactivator-1alpha|
interleukin 3 receptor|interleukin 3 receptor α-chain|
a disintegrin and metalloprotease with thrombospondin motif-3|a disintegrin and metalloproteinase with thrombospondin motifs-18|
angiotensin converting enzyme 3|wild type angiotensin I-converting enzyme|
metabotropic glutamate receptor type 8|metabotropic glutamate receptor 1 α|
β2 adrenergic receptor|α2c-adrenergic receptor|
inosine 5'-triphosphate|adenosine 5'-triphosphatase|
recombinant interleukin 1 alpha|recombinant interleukin-1 α|
closed environment life support system|controlled environment life support system|
branched DNA|branched-DNA|
telomerase-associated protein-1|telomerase associated protein-1|
kidney-androgen-regulated protein|kidney-androgen regulated protein|
electron-probe X-ray microanalyzer|electron probe X-ray microanalysis|
human transforming growth factor-α|human transforming growth factor-β 1|
Src homology 2 domain-containing protein tyrosine phosphatase 2|Src homology 2 domain-containing protein-tyrosine phosphatase 1|
American Society of Anaesthesiology physical status 2|American Society of Anaesthesiologists class 4|
anti-β 2 glycoprotein I antibody|anti-beta2-glycoprotein I antibody|
liquid-expanded state|liquid-expanded phase|
cyclase-activating protein|islet-activating protein|
cluster of differentiation antigen 26|cluster of differentiation 3 antibody|
7-ethoxyresorufin O-dealkylation|methoxyresorufin-O-dealkylase|
kruppel-like factor-11|Krueppel-like factor 6|
interleukin 12 receptor beta2|interleukin 9 receptor|
anti-interleukin 1 alpha antibody|anti-interleukin 1 alpha autoantibody|
adeno-associated virus type 2|adeno-associated virus serotype 2|
kruppel-like factor-8|Kruppel like factor|
interleukine 7 receptor α|interleukin 4 receptor alpha|
NADH oxidase|NAD(P)H-oxidase|
regulator of G protein signaling 2|Activator of G protein signaling 3|
frazzle|frizzle|
tumor necrosis factor receptor superfamily|tumor necrosis factor receptor 2|
transforming growth factor β2|transforming growth factor β receptor 1|
matrix-assisted laser desorption/ionization-mass spectrometry|matrix assisted laser desorption/ionization time-of-flight mass spectrometry|
American Society of Anaesthesiology grade 3|American Society of Anesthesiologists grade 1|
3-dimensional computed tomographic angiography|cardiac computed tomographic angiography|
A disintegrin and metalloprotease-5|a disintegrin and metalloprotease-21|
phospholipase C γ2|phospholipase C β|
IL-4 receptor-α|IL-4 receptors|
soluble interleukine-6 receptor-α|interleukin-2 receptor-α|
American Society of Anesthesiology class|American Society of Anesthesiology status 5|
inhibitor κBα|inhibitor-κ B|
corticotrophin releasing hormone receptor|type 2 corticotrophin-releasing-hormone receptor|
Na-K-2Cl cotransporter|Na-K-Cl co-transporter 1|
interleukine-2 receptor γ-chain|interleukine-18 receptor α|
granulocyte-macrophage-colony-stimulating factor|granulocyte macrophage-colony-stimulating factor receptor α-chain|
post-natal age|postnatal age|
ribosomal protein L24|ribosomal protein S17|
anti-HLA-DR monoclonal antibody|anti-HLA class I monoclonal antibody|
human adenovirus type 25|human adenovirus type 47|
Charcot-Marie-Tooth type 4B|Charcot-Marie-Tooth disease type 1B|
cellular Fas-associated death domain-like interleukin-1β converting enzyme-inhibitory protein|Fas-associated death domain-like interleukin-1β converting enzyme inhibitory protein|
insulin-like growth factor-II messenger RNA binding protein 1|insulin-like growth factor-II mRNA-binding protein 2|
Krueppel-like factor-6|Krüppel-like factor-9|
receptor-like protein-tyrosine phosphatase ψ|receptor-like protein-tyrosine phosphatase psi|
interleukin-15 receptor α-chain|interleukin 11 receptor α chain|
cadherin 8|cadherin 10|
Time to progression|time to tumor progression|
electron probe x-ray microanalyzer|electron-probe X-ray micro-analyser|
interleukine-7 receptor α-chain|interleukine-18 receptor α chain|
antiinterleukin 10|interleukin 1|
interleukin-13 receptor alpha-1 chain|interleukine-18 receptor alpha chain|
end-tidal carbon dioxide|end tidal carbon dioxide pressure|
high-grade intra-epithelial neoplasia|intraepithelial neoplasia|
age-standardised incidence rate|age-standardised rate|
T cell receptor Vα14|T cell receptor δ|
Signal-Averaged electrocardiography|signal-averaged electrocardiography|
IL4 receptor α|IL-15 receptor α|
CXC chemokine receptor 2|C-C motif chemokine receptor 2|
Tanner-Whitehouse III|Tanner-Whitehouse-III|
Kruppel like factor|Kruppel-like factor 4|
American Society of Anaesthesiologists status V|American Society of Anesthesiologists Status IV|
single chain antibody fragment|single chain antibody|
intra-striatal|intrastriatal|
mouse tumor necrosis factor alpha|tumor necrosis factoralpha|
costimulating activity|colony-stimulating activities|
cell conditioned medium|spleen conditioned medium|
murine gammaherpesvirus 68|murine γherpesvirus 68|
cluster of differentiation 62 ligand|cluster of differentiation antigen 87|
surface enhanced laser desorption ionization time-of-flight mass spectrometry|laser desorption ionisation time-of-flight mass spectrometry|
G-protein α q subunit|G protein α i3-subunit|
indirect immunofluorescence|Indirect immunofluorescent|
corticotropin-releasing factor-1 receptor|corticotrophin releasing factor receptor-1|
stem cell factor|host cell factor|
dilated cardiomyopathy|bovine dilated cardiomyopathy|
in situ hybridization|DNA in situ hybridisation|
Rat osteosarcoma|human osteosarcoma|
human T cell lymphotropic virus type 2|human t-cell lymphotrophic virus|
phospholipase-C δ1|phospholipase A|
β-site amyloid precursor protein-cleaving enzyme-1|beta site amyloid precursor protein-cleaving enzyme|
a disintegrin-like and metalloproteinase with thrombospondin type1 motif 13-deficient|a disintegrin and metalloproteinase with thrombospondin motif-9|
3-phosphoglyceric acid|2,3-diphosphoglyceric acid|
nectin-like molecule 1|nectin-like molecule-5|
international classification of disease|International Classification of Diseases|
cholera toxin conjugated to horseradish peroxidase|Wheat germ agglutinin conjugated to horseradish peroxidase|
peptidyl-glycine α-amidating monooxygenase|peptidylglycine-alpha-hydroxylating monooxygenase|
xanthine-guanine phosphoribosyltransferase|nicotinate phosphoribosyltransferase|
5-hydroxytryptamine 1 receptor|5-hydroxytryptamine 1D receptor antagonist|
anti-beta(2) glycoprotein I antibody|anti-β (2)-glycoprotein I antibody|
3-beta-hydroxysteroid dehydrogenase deficiency|3-β-hydroxysteroid dehydrogenase deficiency|
phosphotyrosine phosphatase|tyrosine phosphatase|
Ralph H. Johnson Veterans Administration Medical Center|Minneapolis Veteran's Administration Medical Center|
massively parallel sequencing|massively parallel signature sequencing|
acute hemorrhagic encephalomyelitis|acute hæmorrhagic leukoencephalitis|
sex determining region Y, box 10|sex determining region Y-box 8|
human adenovirus serotype 8|human adenovirus serotype E|
melanophore stimulating hormone|beta-melanocyte stimulating hormone|
a disintegrin and metalloprotease 15|A disintegrin and metalloproteinase 23|
voltage-gated sodium channel α-subunit|voltage-gated sodium channel α subunit|
Marker Assisted Selection|marker assisted selection|
interleukin 5 receptor α|interleukine 11 receptor α-chain|
a disintegrin and metalloprotease|A disintegrin and metalloproteinase 21|
promyelocytic leukaemia/retinoic acid receptor-α|promyelocytic leukemia-retinoic acid receptor-alpha|
cluster of differentiation antigen 26|cluster of differentiation 34|
ubiquitin C-terminal hydrolase|ubiquitin carboxyl-terminal hydrolase L1|
complement fixing|complement fixation|
anti-beta-2 glycoprotein 1 antibody|anti-beta (2)-glycoprotein-I antibody|
systolic BP|systolic|
soluble interleukine-6 receptor alpha|soluble interleukin-6 receptor-alpha|
Csk binding protein|steroid binding protein|
TNF receptor-associated factor 1|TNF receptor-associated factor-1|
cytotoxic T lymphocyte antigen 2β|cytotoxic T lymphocyte antigen 3|
familial testicular agenesis syndrome|testicular dysgenesis syndrome|
sex-determining region Y|sex-determining region Y box 10|
x-ray absorption near-edge structure spectrum|X-ray absorption near edge structure spectrum|
stress-activated protein kinase-2b|stress-activated protein kinases|
metabotropic glutamate receptor subtype 1|metabotropic glutamate receptor type 6|
carboxypeptidase Y|carboxypeptidase G2|
krüppel-like factor 4|Kruppel-like factor 11|
American Society of Anesthesiology status III|American Society of Anesthesiology grade 3|
cross polarisation magic-angle-spinning nuclear magnetic resonance|crosspolarization magic-angle spinning nuclear magnetic resonance spectroscopy|
cluster of differentiation 99|cluster of differentiation 68|
cyclic-1-(3-hydroxy-2-phosphonylmethoxypropyl)cytosine|(S)-9-(3-hydroxy-2-phosphonylmethoxypropyl)adenine|
anti-interleukin-8 monoclonal antibody|anti-interleukin-13 monoclonal antibody|
American Society of Anaesthesiologists Grade|American Society of Anaesthesiology status V|
interleukine-13 receptor α 1|interleukin-11 receptor α|
ubiquitin-conjugating enzyme 8|ubiquitin-conjugating enzyme E2C|
group IIA secretory phospholipase A(2)|secretory phospholipase A2|
insulin-like growth factor I-deficient|insulin-like growth factor 1-deficient|
anti-interleukin-5 antibody|anti-interleukin 5 antibody|
interleukin 1 receptor 1|interleukin 15 receptor|
American Society of Anaesthesiology Grade V|American Society of Anesthesiologists class 1|
slow-twitch-oxidative|fast-twitch oxidative|
interleukin-7 receptor α chain|interleukin-2 receptor α-chain|
co-agglutination|hemoagglutination|
American Society of Anaesthesiology status 3|American Society of Anesthesiology Grade 5|
protease activated receptor 2|protease activated receptor-2|
anti-beta 2-glycoprotein-I antibody|anti-β(2)-glycoprotein 1 antibody|
human synovial fibroblast|synovial fibroblast|
chest computed tomography|noncontrast computed tomography|
glycophosphatidyl inositol anchored|glycosylphosphatidyl-inositol anchored|
glutamate receptor 1|glutamate receptor|
atrioventricular nodal reentry tachycardia|atrioventricular reentrant tachycardia|
α2C-adrenergic receptor|α1A adrenergic receptor|
