LF1|LF2|Synonym
transforming growth factor beta 4|transforming growth factor beta1|N
American Society of Anesthesiology grade IV|American Society of Anesthesiologists Status 4|Y
enteroinvasive Escherichia coli|enteroadhesive Escherichia coli|N
toll-interleukin-1 receptor domain-containing adaptor inducing IFN-beta|toll/interleukin-1 receptor domain-containing adapter-inducing interferon β|Y
3-hydroxy-3-methylglutaryl coenzyme A reductase|hydroxy-methylglutaryl coenzyme A reductase inhibitor|N
beta-amyloid precursor protein-cleaving enzyme-1|beta site amyloid precursor protein cleaving enzyme-2|N
IL-4 receptor alpha chain|IL-18 receptor α chain|N
anterior byssus retractor muscle|anterior byssal retractor muscle|Y
tropomyosin receptor kinase|tropomyosin receptor kinase B|N
poly(adenosine diphosphate-ribosyl)ation|adenosine diphosphate-ribosylate|N
corticotrophin-releasing hormone receptor 2|type-2 corticotrophin-releasing hormone receptor|Y
Toll-like receptor-4|toll-like receptor-5|N
cross-polarisation/magic-angle-spinning nuclear magnetic resonance|cross polarization magic-angle spinning nuclear magnetic resonance spectroscopy|N
nontranscribed spacer|internal transcribed spacer|N
anti-interleukin-1alpha antibody|anti-interleukin 18 antibody|N
glycosyl-phosphatidyl-inositol-anchored protein|glycosyl-phosphatidylinositol anchored protein|Y
transforming growth factor-beta receptor type II|transforming growth factor β receptor II|N
human adenovirus serotype 7|human adenovirus serotype 16|N
interleukin-7 receptor α|interleukine-7 receptor α-chain|N
American Society of Anaesthesiologists class I|American Society of Anesthesiology Class 4|N
American Society of Anesthesiology status I|American Society of Anaesthesiology Grade II|N
nucleoside phosphorylase|nucleoside diphosphatase|N
eye, ear, nose and throat|ear nose and throat|N
TATA-binding protein-associated factor 15|TATA-binding protein-associated factor-6|N
audio-computer-assisted self-interview|audio-computer assisted self-interviewing|Y
mitogen-activated protein kinase organiser 1|mitogen-activated protein kinase kinase 7|N
pyruvate dehydrogenase E1alpha|pyruvate dehydrogenase-E1α|Y
lectin-like oxidised low-density lipoprotein receptor-1|lectin-like oxidised low density lipoprotein receptor 1|Y
human adenovirus 7|human adenovirus type 45|N
clover yellow mosaic virus|wheat yellow mosaic virus|N
peroxisome proliferator-activated receptor gamma coactivator-1 alpha|peroxisome proliferator-activated receptor-γ coactivator-1|Y
interleukine-11 receptor α chain|interleukin-15 receptor alpha|N
interleukine-15 receptor α subunit|interleukin 5 receptor α subunit|N
human artificial chromosome|human artificial episomal chromosome|N
phosphatidylinositol-4,5-bisphosphate|phosphatidylinositol-bis-phosphate|N
3'-O-(4-benzoyl)benzoyladenosine 5'-triphosphate|3'-O-(4-benzoyl)benzoyladenosine diphosphate|N
three color fluorescence in-situ hybridization|three-colour fluorescence in situ hybridisation|Y
insulin-like-growth-factor receptor|insulin-like growth factor 2 receptor|N
glycosylphosphatidyl-inositol anchored protein|glycosyl-phosphatidyl inositol anchored|N
peroxisome proliferator-activated receptor gamma|peroxisome proliferator-activated receptor-gamma coactivator-1alpha|N
interleukin 3 receptor|interleukin 3 receptor α-chain|N
a disintegrin and metalloprotease with thrombospondin motif-3|a disintegrin and metalloproteinase with thrombospondin motifs-18|N
angiotensin converting enzyme 3|wild type angiotensin I-converting enzyme|N
metabotropic glutamate receptor type 8|metabotropic glutamate receptor 1 α|N
β2 adrenergic receptor|α2c-adrenergic receptor|N
inosine 5'-triphosphate|adenosine 5'-triphosphatase|N
recombinant interleukin 1 alpha|recombinant interleukin-1 α|Y
closed environment life support system|controlled environment life support system|Y
branched DNA|branched-DNA|Y
telomerase-associated protein-1|telomerase associated protein-1|Y
kidney-androgen-regulated protein|kidney-androgen regulated protein|Y
electron-probe X-ray microanalyzer|electron probe X-ray microanalysis|Y
human transforming growth factor-α|human transforming growth factor-β 1|N
Src homology 2 domain-containing protein tyrosine phosphatase 2|Src homology 2 domain-containing protein-tyrosine phosphatase 1|N
American Society of Anaesthesiology physical status 2|American Society of Anaesthesiologists class 4|N
anti-β 2 glycoprotein I antibody|anti-beta2-glycoprotein I antibody|Y
liquid-expanded state|liquid-expanded phase|Y
cyclase-activating protein|islet-activating protein|N
cluster of differentiation antigen 26|cluster of differentiation 3 antibody|N
7-ethoxyresorufin O-dealkylation|methoxyresorufin-O-dealkylase|N
kruppel-like factor-11|Krueppel-like factor 6|N
interleukin 12 receptor beta2|interleukin 9 receptor|N
anti-interleukin 1 alpha antibody|anti-interleukin 1 alpha autoantibody|Y
adeno-associated virus type 2|adeno-associated virus serotype 2|Y
kruppel-like factor-8|Kruppel like factor|N
interleukine 7 receptor α|interleukin 4 receptor alpha|N
NADH oxidase|NAD(P)H-oxidase|N
regulator of G protein signaling 2|Activator of G protein signaling 3|N
frazzle|frizzle|N
tumor necrosis factor receptor superfamily|tumor necrosis factor receptor 2|N
transforming growth factor β2|transforming growth factor β receptor 1|N
matrix-assisted laser desorption/ionization-mass spectrometry|matrix assisted laser desorption/ionization time-of-flight mass spectrometry|N
American Society of Anaesthesiology grade 3|American Society of Anesthesiologists grade 1|N
3-dimensional computed tomographic angiography|cardiac computed tomographic angiography|N
A disintegrin and metalloprotease-5|a disintegrin and metalloprotease-21|N
phospholipase C γ2|phospholipase C β|N
IL-4 receptor-α|IL-4 receptors|N
soluble interleukine-6 receptor-α|interleukin-2 receptor-α|N
American Society of Anesthesiology class|American Society of Anesthesiology status 5|N
inhibitor κBα|inhibitor-κ B|N
corticotrophin releasing hormone receptor|type 2 corticotrophin-releasing-hormone receptor|N
Na-K-2Cl cotransporter|Na-K-Cl co-transporter 1|N
interleukine-2 receptor γ-chain|interleukine-18 receptor α|N
granulocyte-macrophage-colony-stimulating factor|granulocyte macrophage-colony-stimulating factor receptor α-chain|N
post-natal age|postnatal age|Y
ribosomal protein L24|ribosomal protein S17|N
anti-HLA-DR monoclonal antibody|anti-HLA class I monoclonal antibody|N
human adenovirus type 25|human adenovirus type 47|N
Charcot-Marie-Tooth type 4B|Charcot-Marie-Tooth disease type 1B|N
cellular Fas-associated death domain-like interleukin-1β converting enzyme-inhibitory protein|Fas-associated death domain-like interleukin-1β converting enzyme inhibitory protein|Y
insulin-like growth factor-II messenger RNA binding protein 1|insulin-like growth factor-II mRNA-binding protein 2|N
Krueppel-like factor-6|Krüppel-like factor-9|N
receptor-like protein-tyrosine phosphatase ψ|receptor-like protein-tyrosine phosphatase psi|Y
interleukin-15 receptor α-chain|interleukin 11 receptor α chain|N
cadherin 8|cadherin 10|N
Time to progression|time to tumor progression|N
electron probe x-ray microanalyzer|electron-probe X-ray micro-analyser|Y
interleukine-7 receptor α-chain|interleukine-18 receptor α chain|N
antiinterleukin 10|interleukin 1|N
interleukin-13 receptor alpha-1 chain|interleukine-18 receptor alpha chain|N
end-tidal carbon dioxide|end tidal carbon dioxide pressure|Y
high-grade intra-epithelial neoplasia|intraepithelial neoplasia|N
age-standardised incidence rate|age-standardised rate|N
T cell receptor Vα14|T cell receptor δ|N
Signal-Averaged electrocardiography|signal-averaged electrocardiography|Y
IL4 receptor α|IL-15 receptor α|N
CXC chemokine receptor 2|C-C motif chemokine receptor 2|N
Tanner-Whitehouse III|Tanner-Whitehouse-III|Y
Kruppel like factor|Kruppel-like factor 4|N
American Society of Anaesthesiologists status V|American Society of Anesthesiologists Status IV|N
single chain antibody fragment|single chain antibody|N
intra-striatal|intrastriatal|Y
mouse tumor necrosis factor alpha|tumor necrosis factoralpha|N
costimulating activity|colony-stimulating activities|N
cell conditioned medium|spleen conditioned medium|N
murine gammaherpesvirus 68|murine γherpesvirus 68|Y
cluster of differentiation 62 ligand|cluster of differentiation antigen 87|N
surface enhanced laser desorption ionization time-of-flight mass spectrometry|laser desorption ionisation time-of-flight mass spectrometry|N
G-protein α q subunit|G protein α i3-subunit|N
indirect immunofluorescence|Indirect immunofluorescent|Y
corticotropin-releasing factor-1 receptor|corticotrophin releasing factor receptor-1|Y
stem cell factor|host cell factor|N
dilated cardiomyopathy|bovine dilated cardiomyopathy|N
in situ hybridization|DNA in situ hybridisation|N
Rat osteosarcoma|human osteosarcoma|N
human T cell lymphotropic virus type 2|human t-cell lymphotrophic virus|N
phospholipase-C δ1|phospholipase A|N
β-site amyloid precursor protein-cleaving enzyme-1|beta site amyloid precursor protein-cleaving enzyme|N
a disintegrin-like and metalloproteinase with thrombospondin type1 motif 13-deficient|a disintegrin and metalloproteinase with thrombospondin motif-9|N
3-phosphoglyceric acid|2,3-diphosphoglyceric acid|N
nectin-like molecule 1|nectin-like molecule-5|N
international classification of disease|International Classification of Diseases|Y
cholera toxin conjugated to horseradish peroxidase|Wheat germ agglutinin conjugated to horseradish peroxidase|N
peptidyl-glycine α-amidating monooxygenase|peptidylglycine-alpha-hydroxylating monooxygenase|N
xanthine-guanine phosphoribosyltransferase|nicotinate phosphoribosyltransferase|N
5-hydroxytryptamine 1 receptor|5-hydroxytryptamine 1D receptor antagonist|N
anti-beta(2) glycoprotein I antibody|anti-β (2)-glycoprotein I antibody|Y
3-beta-hydroxysteroid dehydrogenase deficiency|3-β-hydroxysteroid dehydrogenase deficiency|Y
phosphotyrosine phosphatase|tyrosine phosphatase|N
Ralph H. Johnson Veterans Administration Medical Center|Minneapolis Veteran's Administration Medical Center|N
massively parallel sequencing|massively parallel signature sequencing|Y
acute hemorrhagic encephalomyelitis|acute hæmorrhagic leukoencephalitis|N
sex determining region Y, box 10|sex determining region Y-box 8|N
human adenovirus serotype 8|human adenovirus serotype E|N
melanophore stimulating hormone|beta-melanocyte stimulating hormone|N
a disintegrin and metalloprotease 15|A disintegrin and metalloproteinase 23|N
voltage-gated sodium channel α-subunit|voltage-gated sodium channel α subunit|Y
Marker Assisted Selection|marker assisted selection|Y
interleukin 5 receptor α|interleukine 11 receptor α-chain|N
a disintegrin and metalloprotease|A disintegrin and metalloproteinase 21|N
promyelocytic leukaemia/retinoic acid receptor-α|promyelocytic leukemia-retinoic acid receptor-alpha|Y
cluster of differentiation antigen 26|cluster of differentiation 34|N
ubiquitin C-terminal hydrolase|ubiquitin carboxyl-terminal hydrolase L1|N
complement fixing|complement fixation|Y
anti-beta-2 glycoprotein 1 antibody|anti-beta (2)-glycoprotein-I antibody|
systolic BP|systolic|Y
soluble interleukine-6 receptor alpha|soluble interleukin-6 receptor-alpha|Y
Csk binding protein|steroid binding protein|N
TNF receptor-associated factor 1|TNF receptor-associated factor-1|Y
cytotoxic T lymphocyte antigen 2β|cytotoxic T lymphocyte antigen 3|N
familial testicular agenesis syndrome|testicular dysgenesis syndrome|N
sex-determining region Y|sex-determining region Y box 10|N
x-ray absorption near-edge structure spectrum|X-ray absorption near edge structure spectrum|Y
stress-activated protein kinase-2b|stress-activated protein kinases|N
metabotropic glutamate receptor subtype 1|metabotropic glutamate receptor type 6|N
carboxypeptidase Y|carboxypeptidase G2|N
krüppel-like factor 4|Kruppel-like factor 11|N
American Society of Anesthesiology status III|American Society of Anesthesiology grade 3|Y
cross polarisation magic-angle-spinning nuclear magnetic resonance|crosspolarization magic-angle spinning nuclear magnetic resonance spectroscopy|N
cluster of differentiation 99|cluster of differentiation 68|N
cyclic-1-(3-hydroxy-2-phosphonylmethoxypropyl)cytosine|(S)-9-(3-hydroxy-2-phosphonylmethoxypropyl)adenine|N
anti-interleukin-8 monoclonal antibody|anti-interleukin-13 monoclonal antibody|N
American Society of Anaesthesiologists Grade|American Society of Anaesthesiology status V|N
interleukine-13 receptor α 1|interleukin-11 receptor α|N
ubiquitin-conjugating enzyme 8|ubiquitin-conjugating enzyme E2C|N
group IIA secretory phospholipase A(2)|secretory phospholipase A2|N
insulin-like growth factor I-deficient|insulin-like growth factor 1-deficient|Y
anti-interleukin-5 antibody|anti-interleukin 5 antibody|Y
interleukin 1 receptor 1|interleukin 15 receptor|N
American Society of Anaesthesiology Grade V|American Society of Anesthesiologists class 1|N
slow-twitch-oxidative|fast-twitch oxidative|N
interleukin-7 receptor α chain|interleukin-2 receptor α-chain|N
